start_date,end_date,number,opinion,percent
2012-12-02,2012-12-04,44,approve,52
2012-12-01,2012-12-03,44,approve,53
2012-11-30,2012-12-02,44,approve,54
2012-11-29,2012-12-01,44,approve,52
2012-11-28,2012-11-30,44,approve,50
2012-11-27,2012-11-29,44,approve,51
2012-11-26,2012-11-28,44,approve,49
2012-11-25,2012-11-27,44,approve,51
2012-11-24,2012-11-26,44,approve,51
2012-11-23,2012-11-25,44,approve,53
2012-11-21,2012-11-24,44,approve,51
2012-11-20,2012-11-23,44,approve,50
2012-11-19,2012-11-21,44,approve,50
2012-11-18,2012-11-20,44,approve,51
2012-11-17,2012-11-19,44,approve,53
2012-11-16,2012-11-18,44,approve,52
2012-11-15,2012-11-17,44,approve,53
2012-11-14,2012-11-16,44,approve,52
2012-11-13,2012-11-15,44,approve,52
2012-11-12,2012-11-14,44,approve,52
2012-11-11,2012-11-13,44,approve,53
2012-11-10,2012-11-12,44,approve,52
2012-11-09,2012-11-11,44,approve,52
2012-11-08,2012-11-10,44,approve,51
2012-11-07,2012-11-09,44,approve,52
2012-11-06,2012-11-08,44,approve,49
2012-11-05,2012-11-07,44,approve,49
2012-11-04,2012-11-06,44,approve,50
2012-11-03,2012-11-05,44,approve,52
2012-11-01,2012-11-04,44,approve,52
2012-10-26,2012-10-28,44,approve,51
2012-10-25,2012-10-27,44,approve,48
2012-10-24,2012-10-26,44,approve,46
2012-10-23,2012-10-25,44,approve,48
2012-10-22,2012-10-24,44,approve,51
2012-10-21,2012-10-23,44,approve,53
2012-10-20,2012-10-22,44,approve,51
2012-10-19,2012-10-21,44,approve,49
2012-10-18,2012-10-20,44,approve,49
2012-10-17,2012-10-19,44,approve,49
2012-10-16,2012-10-18,44,approve,50
2012-10-15,2012-10-17,44,approve,50
2012-10-14,2012-10-16,44,approve,49
2012-10-13,2012-10-15,44,approve,49
2012-10-12,2012-10-14,44,approve,48
2012-10-10,2012-10-12,44,approve,48
2012-10-09,2012-10-11,44,approve,50
2012-10-08,2012-10-10,44,approve,52
2012-10-07,2012-10-09,44,approve,53
2012-10-06,2012-10-08,44,approve,53
2012-10-05,2012-10-07,44,approve,51
2012-10-04,2012-10-06,44,approve,48
2012-10-03,2012-10-05,44,approve,50
2012-10-02,2012-10-04,44,approve,52
2012-10-01,2012-10-03,44,approve,54
2012-09-30,2012-10-02,44,approve,50
2012-09-29,2012-10-01,44,approve,48
2012-09-28,2012-09-30,44,approve,47
2012-09-27,2012-09-29,44,approve,46
2012-09-26,2012-09-28,44,approve,48
2012-09-25,2012-09-27,44,approve,50
2012-09-24,2012-09-26,44,approve,50
2012-09-23,2012-09-25,44,approve,51
2012-09-22,2012-09-24,44,approve,50
2012-09-21,2012-09-23,44,approve,51
2012-09-20,2012-09-22,44,approve,51
2012-09-19,2012-09-21,44,approve,47
2012-09-18,2012-09-20,44,approve,47
2012-09-17,2012-09-19,44,approve,46
2012-09-16,2012-09-18,44,approve,48
2012-09-15,2012-09-17,44,approve,49
2012-09-14,2012-09-16,44,approve,50
2012-09-13,2012-09-15,44,approve,50
2012-09-12,2012-09-14,44,approve,49
2012-09-11,2012-09-13,44,approve,49
2012-09-10,2012-09-12,44,approve,49
2012-09-09,2012-09-11,44,approve,51
2012-09-08,2012-09-10,44,approve,50
2012-09-07,2012-09-09,44,approve,50
2012-09-06,2012-09-08,44,approve,50
2012-09-05,2012-09-07,44,approve,52
2012-09-04,2012-09-06,44,approve,52
2012-09-03,2012-09-05,44,approve,49
2012-09-02,2012-09-04,44,approve,47
2012-09-01,2012-09-03,44,approve,45
2012-08-31,2012-09-02,44,approve,45
2012-08-30,2012-09-01,44,approve,43
2012-08-29,2012-08-31,44,approve,45
2012-08-28,2012-08-30,44,approve,45
2012-08-27,2012-08-29,44,approve,44
2012-08-26,2012-08-28,44,approve,43
2012-08-25,2012-08-27,44,approve,43
2012-08-24,2012-08-26,44,approve,45
2012-08-23,2012-08-25,44,approve,45
2012-08-22,2012-08-24,44,approve,46
2012-08-21,2012-08-23,44,approve,47
2012-08-20,2012-08-22,44,approve,47
2012-08-19,2012-08-21,44,approve,46
2012-08-18,2012-08-20,44,approve,45
2012-08-17,2012-08-19,44,approve,47
2012-08-16,2012-08-18,44,approve,47
2012-08-15,2012-08-17,44,approve,45
2012-08-14,2012-08-16,44,approve,44
2012-08-13,2012-08-15,44,approve,44
2012-08-12,2012-08-14,44,approve,45
2012-08-11,2012-08-13,44,approve,45
2012-08-10,2012-08-12,44,approve,45
2012-08-09,2012-08-11,44,approve,43
2012-08-08,2012-08-10,44,approve,43
2012-08-07,2012-08-09,44,approve,43
2012-08-06,2012-08-08,44,approve,46
2012-08-05,2012-08-07,44,approve,47
2012-08-04,2012-08-06,44,approve,47
2012-08-03,2012-08-05,44,approve,46
2012-08-02,2012-08-04,44,approve,45
2012-08-01,2012-08-03,44,approve,45
2012-07-31,2012-08-02,44,approve,45
2012-07-30,2012-08-01,44,approve,45
2012-07-29,2012-07-31,44,approve,46
2012-07-28,2012-07-30,44,approve,46
2012-07-27,2012-07-29,44,approve,47
2012-07-25,2012-07-28,44,approve,48
2012-07-24,2012-07-27,44,approve,47
2012-07-23,2012-07-25,44,approve,47
2012-07-22,2012-07-24,44,approve,45
2012-07-21,2012-07-23,44,approve,44
2012-07-20,2012-07-22,44,approve,44
2012-07-19,2012-07-21,44,approve,46
2012-07-18,2012-07-20,44,approve,46
2012-07-17,2012-07-19,44,approve,47
2012-07-16,2012-07-18,44,approve,46
2012-07-15,2012-07-17,44,approve,46
2012-07-14,2012-07-16,44,approve,47
2012-07-13,2012-07-15,44,approve,47
2012-07-12,2012-07-14,44,approve,46
2012-07-11,2012-07-13,44,approve,45
2012-07-10,2012-07-12,44,approve,45
2012-07-09,2012-07-11,44,approve,45
2012-07-08,2012-07-10,44,approve,45
2012-07-07,2012-07-09,44,approve,44
2012-07-06,2012-07-08,44,approve,45
2012-07-05,2012-07-07,44,approve,46
2012-07-03,2012-07-06,44,approve,47
2012-07-02,2012-07-05,44,approve,45
2012-07-01,2012-07-03,44,approve,45
2012-06-30,2012-07-02,44,approve,46
2012-06-29,2012-07-01,44,approve,46
2012-06-28,2012-06-30,44,approve,48
2012-06-27,2012-06-29,44,approve,47
2012-06-26,2012-06-28,44,approve,47
2012-06-25,2012-06-27,44,approve,46
2012-06-24,2012-06-26,44,approve,45
2012-06-23,2012-06-25,44,approve,48
2012-06-22,2012-06-24,44,approve,47
2012-06-21,2012-06-23,44,approve,51
2012-06-20,2012-06-22,44,approve,46
2012-06-19,2012-06-21,44,approve,45
2012-06-18,2012-06-20,44,approve,43
2012-06-17,2012-06-19,44,approve,46
2012-06-16,2012-06-18,44,approve,45
2012-06-15,2012-06-17,44,approve,46
2012-06-14,2012-06-16,44,approve,45
2012-06-13,2012-06-15,44,approve,45
2012-06-12,2012-06-14,44,approve,44
2012-06-11,2012-06-13,44,approve,46
2012-06-10,2012-06-12,44,approve,48
2012-06-09,2012-06-11,44,approve,49
2012-06-08,2012-06-10,44,approve,50
2012-06-07,2012-06-09,44,approve,48
2012-06-06,2012-06-08,44,approve,47
2012-06-05,2012-06-07,44,approve,46
2012-06-04,2012-06-06,44,approve,45
2012-06-03,2012-06-05,44,approve,46
2012-06-02,2012-06-04,44,approve,46
2012-06-01,2012-06-03,44,approve,47
2012-05-31,2012-06-02,44,approve,46
2012-05-30,2012-06-01,44,approve,46
2012-05-29,2012-05-31,44,approve,45
2012-05-27,2012-05-30,44,approve,47
2012-05-26,2012-05-29,44,approve,47
2012-05-25,2012-05-27,44,approve,49
2012-05-24,2012-05-26,44,approve,48
2012-05-23,2012-05-25,44,approve,48
2012-05-22,2012-05-24,44,approve,47
2012-05-21,2012-05-23,44,approve,48
2012-05-20,2012-05-22,44,approve,47
2012-05-19,2012-05-21,44,approve,48
2012-05-18,2012-05-20,44,approve,48
2012-05-17,2012-05-19,44,approve,48
2012-05-16,2012-05-18,44,approve,46
2012-05-15,2012-05-17,44,approve,48
2012-05-14,2012-05-16,44,approve,47
2012-05-13,2012-05-15,44,approve,46
2012-05-12,2012-05-14,44,approve,45
2012-05-11,2012-05-13,44,approve,46
2012-05-10,2012-05-12,44,approve,46
2012-05-09,2012-05-11,44,approve,48
2012-05-08,2012-05-10,44,approve,49
2012-05-07,2012-05-09,44,approve,48
2012-05-06,2012-05-08,44,approve,47
2012-05-05,2012-05-07,44,approve,46
2012-05-04,2012-05-06,44,approve,47
2012-05-03,2012-05-05,44,approve,46
2012-05-02,2012-05-04,44,approve,48
2012-05-01,2012-05-03,44,approve,50
2012-04-30,2012-05-02,44,approve,51
2012-04-29,2012-05-01,44,approve,49
2012-04-28,2012-04-30,44,approve,48
2012-04-27,2012-04-29,44,approve,47
2012-04-25,2012-04-28,44,approve,48
2012-04-24,2012-04-27,44,approve,48
2012-04-23,2012-04-26,44,approve,49
2012-04-22,2012-04-24,44,approve,50
2012-04-21,2012-04-23,44,approve,50
2012-04-20,2012-04-22,44,approve,50
2012-04-19,2012-04-21,44,approve,47
2012-04-18,2012-04-20,44,approve,46
2012-04-17,2012-04-19,44,approve,46
2012-04-16,2012-04-18,44,approve,47
2012-04-15,2012-04-17,44,approve,47
2012-04-14,2012-04-16,44,approve,46
2012-04-13,2012-04-15,44,approve,45
2012-04-12,2012-04-14,44,approve,47
2012-04-11,2012-04-13,44,approve,48
2012-04-10,2012-04-12,44,approve,49
2012-04-09,2012-04-11,44,approve,48
2012-04-07,2012-04-10,44,approve,45
2012-04-06,2012-04-09,44,approve,44
2012-04-05,2012-04-07,44,approve,45
2012-04-04,2012-04-06,44,approve,47
2012-04-03,2012-04-05,44,approve,50
2012-04-02,2012-04-04,44,approve,49
2012-04-01,2012-04-03,44,approve,48
2012-03-31,2012-04-02,44,approve,48
2012-03-30,2012-04-01,44,approve,47
2012-03-29,2012-03-31,44,approve,46
2012-03-28,2012-03-30,44,approve,43
2012-03-27,2012-03-29,44,approve,44
2012-03-26,2012-03-28,44,approve,46
2012-03-25,2012-03-27,44,approve,48
2012-03-24,2012-03-26,44,approve,47
2012-03-23,2012-03-25,44,approve,46
2012-03-22,2012-03-24,44,approve,47
2012-03-21,2012-03-23,44,approve,48
2012-03-20,2012-03-22,44,approve,47
2012-03-19,2012-03-21,44,approve,46
2012-03-18,2012-03-20,44,approve,46
2012-03-17,2012-03-19,44,approve,49
2012-03-16,2012-03-18,44,approve,49
2012-03-15,2012-03-17,44,approve,46
2012-03-14,2012-03-16,44,approve,43
2012-03-13,2012-03-15,44,approve,44
2012-03-12,2012-03-14,44,approve,45
2012-03-11,2012-03-13,44,approve,48
2012-03-10,2012-03-12,44,approve,47
2012-03-09,2012-03-11,44,approve,49
2012-03-08,2012-03-10,44,approve,47
2012-03-07,2012-03-09,44,approve,48
2012-03-06,2012-03-08,44,approve,48
2012-03-05,2012-03-07,44,approve,48
2012-03-04,2012-03-06,44,approve,44
2012-03-03,2012-03-05,44,approve,43
2012-03-02,2012-03-04,44,approve,45
2012-03-01,2012-03-03,44,approve,48
2012-02-29,2012-03-02,44,approve,48
2012-02-28,2012-03-01,44,approve,47
2012-02-27,2012-02-29,44,approve,46
2012-02-26,2012-02-28,44,approve,45
2012-02-25,2012-02-27,44,approve,43
2012-02-24,2012-02-26,44,approve,45
2012-02-23,2012-02-25,44,approve,44
2012-02-22,2012-02-24,44,approve,45
2012-02-21,2012-02-23,44,approve,45
2012-02-20,2012-02-22,44,approve,45
2012-02-19,2012-02-21,44,approve,45
2012-02-18,2012-02-20,44,approve,44
2012-02-17,2012-02-19,44,approve,44
2012-02-16,2012-02-18,44,approve,46
2012-02-15,2012-02-17,44,approve,46
2012-02-14,2012-02-16,44,approve,46
2012-02-13,2012-02-15,44,approve,43
2012-02-12,2012-02-14,44,approve,45
2012-02-11,2012-02-13,44,approve,45
2012-02-10,2012-02-12,44,approve,46
2012-02-09,2012-02-11,44,approve,45
2012-02-08,2012-02-10,44,approve,48
2012-02-07,2012-02-09,44,approve,48
2012-02-06,2012-02-08,44,approve,49
2012-02-03,2012-02-07,44,approve,47
2012-02-02,2012-02-06,44,approve,46
2012-02-01,2012-02-03,44,approve,46
2012-01-31,2012-02-02,44,approve,45
2012-01-30,2012-02-01,44,approve,46
2012-01-29,2012-01-31,44,approve,44
2012-01-28,2012-01-30,44,approve,46
2012-01-27,2012-01-29,44,approve,46
2012-01-26,2012-01-28,44,approve,46
2012-01-25,2012-01-27,44,approve,46
2012-01-24,2012-01-26,44,approve,43
2012-01-23,2012-01-25,44,approve,44
2012-01-22,2012-01-24,44,approve,43
2012-01-21,2012-01-23,44,approve,44
2012-01-20,2012-01-22,44,approve,44
2012-01-19,2012-01-21,44,approve,44
2012-01-18,2012-01-20,44,approve,46
2012-01-17,2012-01-19,44,approve,45
2012-01-16,2012-01-18,44,approve,45
2012-01-15,2012-01-17,44,approve,45
2012-01-14,2012-01-16,44,approve,46
2012-01-13,2012-01-15,44,approve,46
2012-01-12,2012-01-14,44,approve,46
2012-01-11,2012-01-13,44,approve,45
2012-01-10,2012-01-12,44,approve,45
2012-01-09,2012-01-11,44,approve,43
2012-01-08,2012-01-10,44,approve,43
2012-01-07,2012-01-09,44,approve,42
2012-01-06,2012-01-08,44,approve,46
2012-01-05,2012-01-07,44,approve,45
2012-01-04,2012-01-06,44,approve,45
2012-01-03,2012-01-05,44,approve,45
2012-01-02,2012-01-04,44,approve,46
2011-12-29,2012-01-03,44,approve,47
2011-12-28,2012-01-02,44,approve,45
2011-12-27,2011-12-29,44,approve,43
2011-12-26,2011-12-28,44,approve,41
2011-12-23,2011-12-27,44,approve,44
2011-12-22,2011-12-26,44,approve,46
2011-12-21,2011-12-23,44,approve,47
2011-12-20,2011-12-22,44,approve,44
2011-12-19,2011-12-21,44,approve,43
2011-12-18,2011-12-20,44,approve,43
2011-12-17,2011-12-19,44,approve,43
2011-12-16,2011-12-18,44,approve,42
2011-12-14,2011-12-17,44,approve,42
2011-12-13,2011-12-15,44,approve,41
2011-12-12,2011-12-14,44,approve,42
2011-12-11,2011-12-13,44,approve,43
2011-12-10,2011-12-12,44,approve,45
2011-12-09,2011-12-11,44,approve,44
2011-12-08,2011-12-10,44,approve,43
2011-12-07,2011-12-09,44,approve,42
2011-12-06,2011-12-08,44,approve,42
2011-12-05,2011-12-07,44,approve,42
2011-12-04,2011-12-06,44,approve,41
2011-12-03,2011-12-05,44,approve,41
2011-12-02,2011-12-04,44,approve,43
2011-12-01,2011-12-03,44,approve,44
2011-11-30,2011-12-02,44,approve,41
2011-11-29,2011-12-01,44,approve,42
2011-11-28,2011-11-30,44,approve,42
2011-11-27,2011-11-29,44,approve,43
2011-11-26,2011-11-28,44,approve,43
2011-11-25,2011-11-27,44,approve,44
2011-11-23,2011-11-26,44,approve,44
2011-11-22,2011-11-25,44,approve,42
2011-11-21,2011-11-23,44,approve,41
2011-11-20,2011-11-22,44,approve,41
2011-11-19,2011-11-21,44,approve,43
2011-11-18,2011-11-20,44,approve,44
2011-11-17,2011-11-19,44,approve,45
2011-11-16,2011-11-18,44,approve,43
2011-11-15,2011-11-17,44,approve,41
2011-11-14,2011-11-16,44,approve,40
2011-11-13,2011-11-15,44,approve,42
2011-11-12,2011-11-14,44,approve,44
2011-11-11,2011-11-13,44,approve,43
2011-11-10,2011-11-12,44,approve,43
2011-11-09,2011-11-11,44,approve,42
2011-11-08,2011-11-10,44,approve,42
2011-11-07,2011-11-09,44,approve,42
2011-11-06,2011-11-08,44,approve,43
2011-11-05,2011-11-07,44,approve,44
2011-11-04,2011-11-06,44,approve,43
2011-11-03,2011-11-05,44,approve,42
2011-11-02,2011-11-04,44,approve,42
2011-11-01,2011-11-03,44,approve,42
2011-10-30,2011-11-02,44,approve,44
2011-10-29,2011-11-01,44,approve,45
2011-10-28,2011-10-30,44,approve,43
2011-10-27,2011-10-29,44,approve,43
2011-10-26,2011-10-28,44,approve,42
2011-10-25,2011-10-27,44,approve,43
2011-10-24,2011-10-26,44,approve,43
2011-10-23,2011-10-25,44,approve,42
2011-10-22,2011-10-24,44,approve,43
2011-10-21,2011-10-23,44,approve,42
2011-10-20,2011-10-22,44,approve,44
2011-10-19,2011-10-21,44,approve,43
2011-10-18,2011-10-20,44,approve,42
2011-10-17,2011-10-19,44,approve,39
2011-10-16,2011-10-18,44,approve,39
2011-10-15,2011-10-17,44,approve,38
2011-10-14,2011-10-16,44,approve,42
2011-10-13,2011-10-15,44,approve,40
2011-10-12,2011-10-14,44,approve,40
2011-10-11,2011-10-13,44,approve,38
2011-10-10,2011-10-12,44,approve,40
2011-10-09,2011-10-11,44,approve,41
2011-10-08,2011-10-10,44,approve,41
2011-10-07,2011-10-09,44,approve,40
2011-10-06,2011-10-08,44,approve,39
2011-10-05,2011-10-07,44,approve,39
2011-10-04,2011-10-06,44,approve,38
2011-10-03,2011-10-05,44,approve,40
2011-10-02,2011-10-04,44,approve,41
2011-10-01,2011-10-03,44,approve,42
2011-09-30,2011-10-02,44,approve,43
2011-09-29,2011-10-01,44,approve,43
2011-09-28,2011-09-30,44,approve,41
2011-09-27,2011-09-29,44,approve,39
2011-09-26,2011-09-28,44,approve,39
2011-09-25,2011-09-27,44,approve,40
2011-09-24,2011-09-26,44,approve,42
2011-09-23,2011-09-25,44,approve,41
2011-09-22,2011-09-24,44,approve,42
2011-09-21,2011-09-23,44,approve,39
2011-09-20,2011-09-22,44,approve,40
2011-09-19,2011-09-21,44,approve,41
2011-09-18,2011-09-20,44,approve,42
2011-09-17,2011-09-19,44,approve,42
2011-09-16,2011-09-18,44,approve,40
2011-09-15,2011-09-17,44,approve,40
2011-09-14,2011-09-16,44,approve,39
2011-09-13,2011-09-15,44,approve,39
2011-09-12,2011-09-14,44,approve,39
2011-09-11,2011-09-13,44,approve,40
2011-09-10,2011-09-12,44,approve,43
2011-09-09,2011-09-11,44,approve,42
2011-09-08,2011-09-10,44,approve,42
2011-09-07,2011-09-09,44,approve,43
2011-09-06,2011-09-08,44,approve,43
2011-09-04,2011-09-07,44,approve,44
2011-09-03,2011-09-06,44,approve,42
2011-09-02,2011-09-04,44,approve,43
2011-09-01,2011-09-03,44,approve,42
2011-08-31,2011-09-02,44,approve,42
2011-08-30,2011-09-01,44,approve,42
2011-08-29,2011-08-31,44,approve,42
2011-08-27,2011-08-30,44,approve,39
2011-08-26,2011-08-29,44,approve,38
2011-08-25,2011-08-27,44,approve,38
2011-08-24,2011-08-26,44,approve,41
2011-08-23,2011-08-25,44,approve,42
2011-08-22,2011-08-24,44,approve,41
2011-08-21,2011-08-23,44,approve,39
2011-08-20,2011-08-22,44,approve,38
2011-08-19,2011-08-21,44,approve,40
2011-08-18,2011-08-20,44,approve,40
2011-08-17,2011-08-19,44,approve,42
2011-08-16,2011-08-18,44,approve,40
2011-08-15,2011-08-17,44,approve,40
2011-08-14,2011-08-16,44,approve,40
2011-08-13,2011-08-15,44,approve,39
2011-08-12,2011-08-14,44,approve,41
2011-08-11,2011-08-13,44,approve,39
2011-08-10,2011-08-12,44,approve,42
2011-08-09,2011-08-11,44,approve,41
2011-08-08,2011-08-10,44,approve,41
2011-08-07,2011-08-09,44,approve,41
2011-08-06,2011-08-08,44,approve,40
2011-08-05,2011-08-07,44,approve,43
2011-08-04,2011-08-06,44,approve,42
2011-08-03,2011-08-05,44,approve,42
2011-08-02,2011-08-04,44,approve,41
2011-08-01,2011-08-03,44,approve,41
2011-07-31,2011-08-02,44,approve,42
2011-07-30,2011-08-01,44,approve,43
2011-07-29,2011-07-31,44,approve,43
2011-07-28,2011-07-30,44,approve,41
2011-07-27,2011-07-29,44,approve,40
2011-07-26,2011-07-28,44,approve,40
2011-07-25,2011-07-27,44,approve,43
2011-07-24,2011-07-26,44,approve,46
2011-07-23,2011-07-25,44,approve,46
2011-07-22,2011-07-24,44,approve,45
2011-07-21,2011-07-23,44,approve,42
2011-07-20,2011-07-22,44,approve,43
2011-07-19,2011-07-21,44,approve,43
2011-07-18,2011-07-20,44,approve,43
2011-07-17,2011-07-19,44,approve,42
2011-07-16,2011-07-18,44,approve,44
2011-07-15,2011-07-17,44,approve,44
2011-07-14,2011-07-16,44,approve,44
2011-07-13,2011-07-15,44,approve,42
2011-07-12,2011-07-14,44,approve,44
2011-07-11,2011-07-13,44,approve,44
2011-07-10,2011-07-12,44,approve,46
2011-07-09,2011-07-11,44,approve,46
2011-07-08,2011-07-10,44,approve,45
2011-07-07,2011-07-09,44,approve,46
2011-07-06,2011-07-08,44,approve,46
2011-07-05,2011-07-07,44,approve,47
2011-07-03,2011-07-06,44,approve,46
2011-07-02,2011-07-05,44,approve,45
2011-07-01,2011-07-03,44,approve,47
2011-06-30,2011-07-02,44,approve,45
2011-06-29,2011-07-01,44,approve,45
2011-06-28,2011-06-30,44,approve,44
2011-06-27,2011-06-29,44,approve,46
2011-06-26,2011-06-28,44,approve,45
2011-06-25,2011-06-27,44,approve,44
2011-06-24,2011-06-26,44,approve,43
2011-06-23,2011-06-25,44,approve,44
2011-06-22,2011-06-24,44,approve,45
2011-06-21,2011-06-23,44,approve,45
2011-06-20,2011-06-22,44,approve,43
2011-06-19,2011-06-21,44,approve,43
2011-06-18,2011-06-20,44,approve,45
2011-06-17,2011-06-19,44,approve,49
2011-06-16,2011-06-18,44,approve,49
2011-06-15,2011-06-17,44,approve,46
2011-06-14,2011-06-16,44,approve,45
2011-06-13,2011-06-15,44,approve,46
2011-06-12,2011-06-14,44,approve,47
2011-06-11,2011-06-13,44,approve,47
2011-06-10,2011-06-12,44,approve,47
2011-06-09,2011-06-11,44,approve,46
2011-06-08,2011-06-10,44,approve,46
2011-06-07,2011-06-09,44,approve,45
2011-06-06,2011-06-08,44,approve,46
2011-06-05,2011-06-07,44,approve,49
2011-06-04,2011-06-06,44,approve,50
2011-06-03,2011-06-05,44,approve,49
2011-06-02,2011-06-04,44,approve,47
2011-06-01,2011-06-03,44,approve,48
2011-05-31,2011-06-02,44,approve,51
2011-05-29,2011-06-01,44,approve,53
2011-05-28,2011-05-31,44,approve,49
2011-05-27,2011-05-29,44,approve,47
2011-05-26,2011-05-28,44,approve,46
2011-05-25,2011-05-27,44,approve,49
2011-05-24,2011-05-26,44,approve,51
2011-05-23,2011-05-25,44,approve,52
2011-05-22,2011-05-24,44,approve,53
2011-05-21,2011-05-23,44,approve,51
2011-05-20,2011-05-22,44,approve,50
2011-05-19,2011-05-21,44,approve,49
2011-05-18,2011-05-20,44,approve,49
2011-05-17,2011-05-19,44,approve,49
2011-05-16,2011-05-18,44,approve,50
2011-05-15,2011-05-17,44,approve,48
2011-05-14,2011-05-16,44,approve,48
2011-05-13,2011-05-15,44,approve,46
2011-05-12,2011-05-14,44,approve,48
2011-05-11,2011-05-13,44,approve,48
2011-05-10,2011-05-12,44,approve,50
2011-05-09,2011-05-11,44,approve,51
2011-05-08,2011-05-10,44,approve,51
2011-05-07,2011-05-09,44,approve,52
2011-05-06,2011-05-08,44,approve,51
2011-05-05,2011-05-07,44,approve,51
2011-05-04,2011-05-06,44,approve,51
2011-05-03,2011-05-05,44,approve,51
2011-05-02,2011-05-04,44,approve,52
2011-05-01,2011-05-03,44,approve,50
2011-04-30,2011-05-02,44,approve,47
2011-04-29,2011-05-01,44,approve,46
2011-04-28,2011-04-30,44,approve,46
2011-04-27,2011-04-29,44,approve,45
2011-04-26,2011-04-28,44,approve,43
2011-04-25,2011-04-27,44,approve,42
2011-04-23,2011-04-26,44,approve,43
2011-04-22,2011-04-25,44,approve,44
2011-04-21,2011-04-23,44,approve,44
2011-04-20,2011-04-22,44,approve,44
2011-04-19,2011-04-21,44,approve,44
2011-04-18,2011-04-20,44,approve,43
2011-04-17,2011-04-19,44,approve,42
2011-04-16,2011-04-18,44,approve,44
2011-04-15,2011-04-17,44,approve,44
2011-04-14,2011-04-16,44,approve,44
2011-04-13,2011-04-15,44,approve,41
2011-04-12,2011-04-14,44,approve,41
2011-04-11,2011-04-13,44,approve,42
2011-04-10,2011-04-12,44,approve,44
2011-04-09,2011-04-11,44,approve,46
2011-04-08,2011-04-10,44,approve,45
2011-04-07,2011-04-09,44,approve,45
2011-04-06,2011-04-08,44,approve,44
2011-04-05,2011-04-07,44,approve,45
2011-04-04,2011-04-06,44,approve,45
2011-04-03,2011-04-05,44,approve,45
2011-04-02,2011-04-04,44,approve,46
2011-04-01,2011-04-03,44,approve,46
2011-03-31,2011-04-02,44,approve,46
2011-03-30,2011-04-01,44,approve,46
2011-03-29,2011-03-31,44,approve,47
2011-03-28,2011-03-30,44,approve,49
2011-03-27,2011-03-29,44,approve,49
2011-03-26,2011-03-28,44,approve,48
2011-03-25,2011-03-27,44,approve,45
2011-03-24,2011-03-26,44,approve,46
2011-03-23,2011-03-25,44,approve,47
2011-03-22,2011-03-24,44,approve,46
2011-03-21,2011-03-23,44,approve,45
2011-03-20,2011-03-22,44,approve,45
2011-03-19,2011-03-21,44,approve,44
2011-03-18,2011-03-20,44,approve,46
2011-03-17,2011-03-19,44,approve,46
2011-03-16,2011-03-18,44,approve,49
2011-03-15,2011-03-17,44,approve,51
2011-03-14,2011-03-16,44,approve,50
2011-03-13,2011-03-15,44,approve,48
2011-03-11,2011-03-13,44,approve,46
2011-03-10,2011-03-12,44,approve,46
2011-03-09,2011-03-11,44,approve,49
2011-03-08,2011-03-10,44,approve,47
2011-03-07,2011-03-09,44,approve,47
2011-03-06,2011-03-08,44,approve,45
2011-03-05,2011-03-07,44,approve,46
2011-03-04,2011-03-06,44,approve,47
2011-03-03,2011-03-05,44,approve,47
2011-03-02,2011-03-04,44,approve,47
2011-03-01,2011-03-03,44,approve,45
2011-02-28,2011-03-02,44,approve,46
2011-02-27,2011-03-01,44,approve,45
2011-02-26,2011-02-28,44,approve,45
2011-02-25,2011-02-27,44,approve,47
2011-02-24,2011-02-26,44,approve,49
2011-02-23,2011-02-25,44,approve,50
2011-02-22,2011-02-24,44,approve,48
2011-02-21,2011-02-23,44,approve,46
2011-02-20,2011-02-22,44,approve,47
2011-02-19,2011-02-21,44,approve,46
2011-02-18,2011-02-20,44,approve,48
2011-02-17,2011-02-19,44,approve,48
2011-02-16,2011-02-18,44,approve,51
2011-02-15,2011-02-17,44,approve,49
2011-02-14,2011-02-16,44,approve,48
2011-02-13,2011-02-15,44,approve,46
2011-02-12,2011-02-14,44,approve,48
2011-02-11,2011-02-13,44,approve,49
2011-02-10,2011-02-12,44,approve,49
2011-02-09,2011-02-11,44,approve,48
2011-02-08,2011-02-10,44,approve,47
2011-02-07,2011-02-09,44,approve,48
2011-02-05,2011-02-08,44,approve,47
2011-02-04,2011-02-07,44,approve,46
2011-02-03,2011-02-05,44,approve,46
2011-02-02,2011-02-04,44,approve,45
2011-02-01,2011-02-03,44,approve,46
2011-01-31,2011-02-02,44,approve,48
2011-01-30,2011-02-01,44,approve,50
2011-01-29,2011-01-31,44,approve,50
2011-01-28,2011-01-30,44,approve,50
2011-01-27,2011-01-29,44,approve,50
2011-01-26,2011-01-28,44,approve,50
2011-01-25,2011-01-27,44,approve,49
2011-01-24,2011-01-26,44,approve,49
2011-01-23,2011-01-25,44,approve,49
2011-01-22,2011-01-24,44,approve,50
2011-01-21,2011-01-23,44,approve,50
2011-01-20,2011-01-22,44,approve,49
2011-01-19,2011-01-21,44,approve,51
2011-01-18,2011-01-20,44,approve,50
2011-01-17,2011-01-19,44,approve,51
2011-01-16,2011-01-18,44,approve,49
2011-01-15,2011-01-17,44,approve,50
2011-01-14,2011-01-16,44,approve,48
2011-01-13,2011-01-15,44,approve,49
2011-01-12,2011-01-14,44,approve,49
2011-01-11,2011-01-13,44,approve,49
2011-01-09,2011-01-12,44,approve,48
2011-01-08,2011-01-11,44,approve,48
2011-01-07,2011-01-09,44,approve,49
