start_date,end_date,number,opinion,percent
2003-09-19,2003-09-21,43,disapprove,47
2003-09-08,2003-09-10,43,disapprove,42
2003-08-25,2003-08-26,43,disapprove,37
2003-08-04,2003-08-06,43,disapprove,35
2003-07-18,2003-07-20,43,disapprove,37
2003-07-07,2003-07-09,43,disapprove,33
2003-06-27,2003-06-29,43,disapprove,35
2003-06-12,2003-06-15,43,disapprove,36
2003-06-09,2003-06-10,43,disapprove,34
2003-05-30,2003-06-01,43,disapprove,32
2003-05-19,2003-05-21,43,disapprove,30
2003-05-05,2003-05-07,43,disapprove,28
2003-04-22,2003-04-23,43,disapprove,26
2003-04-14,2003-04-16,43,disapprove,24
2003-04-07,2003-04-09,43,disapprove,26
2003-04-05,2003-04-06,43,disapprove,26
2003-03-29,2003-03-30,43,disapprove,25
2003-03-24,2003-03-25,43,disapprove,27
2003-03-22,2003-03-23,43,disapprove,25
2003-03-14,2003-03-15,43,disapprove,37
2003-03-03,2003-03-05,43,disapprove,37
2003-02-24,2003-02-26,43,disapprove,37
2003-02-17,2003-02-19,43,disapprove,37
2003-02-07,2003-02-09,43,disapprove,33
2003-02-03,2003-02-06,43,disapprove,34
2003-01-31,2003-02-02,43,disapprove,35
2003-01-23,2003-01-25,43,disapprove,35
2003-01-20,2003-01-22,43,disapprove,35
2003-01-13,2003-01-16,43,disapprove,33
2003-01-10,2003-01-12,43,disapprove,37
2003-01-03,2003-01-05,43,disapprove,31
2002-12-19,2002-12-22,43,disapprove,32
2002-12-16,2002-12-17,43,disapprove,32
2002-12-05,2002-12-08,43,disapprove,29
2002-11-11,2002-11-14,43,disapprove,25
2002-11-08,2002-11-10,43,disapprove,26
2002-10-31,2002-11-03,43,disapprove,29
2002-10-21,2002-10-22,43,disapprove,28
2002-10-14,2002-10-17,43,disapprove,30
2002-10-03,2002-10-06,43,disapprove,27
2002-09-23,2002-09-25,43,disapprove,26
2002-09-18,2002-09-18,43,disapprove,29
2002-09-13,2002-09-16,43,disapprove,25
2002-09-05,2002-09-08,43,disapprove,30
2002-09-02,2002-09-04,43,disapprove,28
2002-08-19,2002-08-21,43,disapprove,27
2002-07-29,2002-07-31,43,disapprove,23
2002-07-26,2002-07-28,43,disapprove,25
2002-07-22,2002-07-24,43,disapprove,24
2002-07-09,2002-07-11,43,disapprove,21
2002-07-05,2002-07-08,43,disapprove,18
2002-06-21,2002-06-23,43,disapprove,20
2002-06-17,2002-06-19,43,disapprove,19
2002-06-07,2002-06-08,43,disapprove,18
2002-06-03,2002-06-06,43,disapprove,23
2002-05-28,2002-05-29,43,disapprove,16
2002-05-20,2002-05-22,43,disapprove,17
2002-05-06,2002-05-09,43,disapprove,19
2002-04-29,2002-05-01,43,disapprove,19
2002-04-22,2002-04-24,43,disapprove,16
2002-04-08,2002-04-11,43,disapprove,19
2002-04-05,2002-04-07,43,disapprove,19
2002-03-22,2002-03-24,43,disapprove,17
2002-03-18,2002-03-20,43,disapprove,15
2002-03-08,2002-03-09,43,disapprove,14
2002-03-04,2002-03-07,43,disapprove,18
2002-03-01,2002-03-03,43,disapprove,14
2002-02-08,2002-02-10,43,disapprove,13
2002-02-04,2002-02-06,43,disapprove,14
2002-01-25,2002-01-27,43,disapprove,13
2002-01-11,2002-01-14,43,disapprove,12
2001-12-14,2001-12-16,43,disapprove,10
2001-12-06,2001-12-09,43,disapprove,10
2001-11-26,2001-11-27,43,disapprove,8
2001-11-09,2001-11-15,43,disapprove,11
2001-11-08,2001-11-11,43,disapprove,9
2001-11-02,2001-11-04,43,disapprove,8
2001-10-19,2001-10-21,43,disapprove,9
2001-10-11,2001-10-14,43,disapprove,8
2001-10-05,2001-10-07,43,disapprove,9
2001-09-21,2001-09-22,43,disapprove,6
2001-09-14,2001-09-15,43,disapprove,9
2001-09-07,2001-09-11,43,disapprove,39
2001-08-24,2001-08-26,43,disapprove,35
2001-08-16,2001-08-19,43,disapprove,33
2001-08-10,2001-08-12,43,disapprove,35
2001-08-03,2001-08-05,43,disapprove,34
2001-07-19,2001-07-22,43,disapprove,33
2001-07-10,2001-07-11,43,disapprove,34
2001-06-28,2001-07-01,43,disapprove,34
2001-06-22,2001-06-28,43,disapprove,42
2001-06-11,2001-06-17,43,disapprove,34
2001-06-08,2001-06-10,43,disapprove,35
2001-05-18,2001-05-20,43,disapprove,35
2001-05-10,2001-05-14,43,disapprove,31
2001-05-07,2001-05-09,43,disapprove,32
2001-04-20,2001-04-22,43,disapprove,29
2001-04-06,2001-04-08,43,disapprove,29
2001-03-26,2001-03-28,43,disapprove,29
2001-03-09,2001-03-11,43,disapprove,28
2001-03-05,2001-03-07,43,disapprove,21
2001-02-19,2001-02-21,43,disapprove,21
2001-02-09,2001-02-11,43,disapprove,24
2001-02-01,2001-02-04,43,disapprove,25
2017-01-17,2017-01-19,44,disapprove,37
2017-01-15,2017-01-18,44,disapprove,38
2017-01-14,2017-01-17,44,disapprove,39
2017-01-13,2017-01-15,44,disapprove,38
2017-01-12,2017-01-14,44,disapprove,39
2017-01-11,2017-01-13,44,disapprove,37
2017-01-10,2017-01-12,44,disapprove,40
2017-01-09,2017-01-11,44,disapprove,40
2017-01-08,2017-01-10,44,disapprove,42
2017-01-07,2017-01-09,44,disapprove,40
2017-01-06,2017-01-08,44,disapprove,41
2017-01-05,2017-01-07,44,disapprove,40
2017-01-04,2017-01-06,44,disapprove,41
2017-01-03,2017-01-05,44,disapprove,42
2017-01-02,2017-01-04,44,disapprove,43
2016-12-30,2017-01-03,44,disapprove,43
2016-12-29,2017-01-02,44,disapprove,42
2016-12-28,2016-12-30,44,disapprove,40
2016-12-27,2016-12-29,44,disapprove,41
2016-12-26,2016-12-28,44,disapprove,40
2016-12-23,2016-12-27,44,disapprove,40
2016-12-22,2016-12-26,44,disapprove,40
2016-12-21,2016-12-23,44,disapprove,41
2016-12-20,2016-12-22,44,disapprove,40
2016-12-19,2016-12-21,44,disapprove,40
2016-12-18,2016-12-20,44,disapprove,39
2016-12-17,2016-12-19,44,disapprove,39
2016-12-16,2016-12-18,44,disapprove,38
2016-12-15,2016-12-17,44,disapprove,40
2016-12-14,2016-12-16,44,disapprove,40
2016-12-13,2016-12-15,44,disapprove,41
2016-12-12,2016-12-14,44,disapprove,41
2016-12-11,2016-12-13,44,disapprove,40
2016-12-10,2016-12-12,44,disapprove,41
2016-12-09,2016-12-11,44,disapprove,39
2016-12-08,2016-12-10,44,disapprove,40
2016-12-06,2016-12-09,44,disapprove,39
2016-12-05,2016-12-08,44,disapprove,41
2016-12-04,2016-12-06,44,disapprove,41
2016-12-03,2016-12-05,44,disapprove,42
2016-12-02,2016-12-04,44,disapprove,42
2016-12-01,2016-12-03,44,disapprove,44
2016-11-29,2016-12-02,44,disapprove,45
2016-11-28,2016-12-01,44,disapprove,43
2016-11-27,2016-11-29,44,disapprove,40
2016-11-26,2016-11-28,44,disapprove,39
2016-11-25,2016-11-27,44,disapprove,39
2016-11-23,2016-11-26,44,disapprove,40
2016-11-22,2016-11-25,44,disapprove,40
2016-11-21,2016-11-23,44,disapprove,42
2016-11-20,2016-11-22,44,disapprove,42
2016-11-19,2016-11-21,44,disapprove,42
2016-11-18,2016-11-20,44,disapprove,40
2016-11-17,2016-11-19,44,disapprove,41
2016-11-16,2016-11-18,44,disapprove,40
2016-11-15,2016-11-17,44,disapprove,42
2016-11-14,2016-11-16,44,disapprove,41
2016-11-13,2016-11-15,44,disapprove,40
2016-11-12,2016-11-14,44,disapprove,40
2016-11-11,2016-11-13,44,disapprove,40
2016-11-10,2016-11-12,44,disapprove,41
2016-11-09,2016-11-11,44,disapprove,40
2016-11-08,2016-11-10,44,disapprove,40
2016-11-07,2016-11-09,44,disapprove,42
2016-11-06,2016-11-08,44,disapprove,42
2016-11-05,2016-11-07,44,disapprove,42
2016-11-04,2016-11-06,44,disapprove,41
2016-11-03,2016-11-05,44,disapprove,44
2016-11-02,2016-11-04,44,disapprove,46
2016-10-31,2016-11-03,44,disapprove,48
2016-10-30,2016-11-02,44,disapprove,47
2016-10-29,2016-10-31,44,disapprove,45
2016-10-28,2016-10-30,44,disapprove,44
2016-10-27,2016-10-29,44,disapprove,43
2016-10-26,2016-10-28,44,disapprove,44
2016-10-25,2016-10-27,44,disapprove,43
2016-10-24,2016-10-26,44,disapprove,44
2016-10-23,2016-10-25,44,disapprove,44
2016-10-22,2016-10-24,44,disapprove,46
2016-10-21,2016-10-23,44,disapprove,43
2016-10-20,2016-10-22,44,disapprove,41
2016-10-19,2016-10-21,44,disapprove,40
2016-10-18,2016-10-20,44,disapprove,42
2016-10-17,2016-10-19,44,disapprove,42
2016-10-16,2016-10-18,44,disapprove,44
2016-10-15,2016-10-17,44,disapprove,43
2016-10-14,2016-10-16,44,disapprove,43
2016-10-13,2016-10-15,44,disapprove,41
2016-10-12,2016-10-14,44,disapprove,42
2016-10-11,2016-10-13,44,disapprove,43
2016-10-10,2016-10-12,44,disapprove,42
2016-10-09,2016-10-11,44,disapprove,42
2016-10-08,2016-10-10,44,disapprove,42
2016-10-07,2016-10-09,44,disapprove,44
2016-10-06,2016-10-08,44,disapprove,46
2016-10-04,2016-10-07,44,disapprove,46
2016-10-03,2016-10-06,44,disapprove,45
2016-10-02,2016-10-04,44,disapprove,43
2016-10-01,2016-10-03,44,disapprove,43
2016-09-30,2016-10-02,44,disapprove,43
2016-09-29,2016-10-01,44,disapprove,45
2016-09-28,2016-09-30,44,disapprove,44
2016-09-27,2016-09-29,44,disapprove,44
2016-09-26,2016-09-28,44,disapprove,45
2016-09-25,2016-09-27,44,disapprove,45
2016-09-24,2016-09-26,44,disapprove,44
2016-09-23,2016-09-25,44,disapprove,41
2016-09-22,2016-09-24,44,disapprove,41
2016-09-21,2016-09-23,44,disapprove,42
2016-09-20,2016-09-22,44,disapprove,44
2016-09-19,2016-09-21,44,disapprove,45
2016-09-18,2016-09-20,44,disapprove,44
2016-09-17,2016-09-19,44,disapprove,45
2016-09-16,2016-09-18,44,disapprove,45
2016-09-15,2016-09-17,44,disapprove,44
2016-09-14,2016-09-16,44,disapprove,45
2016-09-13,2016-09-15,44,disapprove,43
2016-09-12,2016-09-14,44,disapprove,45
2016-09-11,2016-09-13,44,disapprove,44
2016-09-10,2016-09-12,44,disapprove,46
2016-09-09,2016-09-11,44,disapprove,45
2016-09-08,2016-09-10,44,disapprove,45
2016-09-06,2016-09-09,44,disapprove,46
2016-09-05,2016-09-08,44,disapprove,46
2016-09-04,2016-09-06,44,disapprove,45
2016-09-03,2016-09-05,44,disapprove,44
2016-09-02,2016-09-04,44,disapprove,44
2016-09-01,2016-09-03,44,disapprove,44
2016-08-31,2016-09-02,44,disapprove,45
2016-08-30,2016-09-01,44,disapprove,44
2016-08-29,2016-08-31,44,disapprove,44
2016-08-28,2016-08-30,44,disapprove,43
2016-08-27,2016-08-29,44,disapprove,44
2016-08-26,2016-08-28,44,disapprove,44
2016-08-25,2016-08-27,44,disapprove,44
2016-08-24,2016-08-26,44,disapprove,43
2016-08-23,2016-08-25,44,disapprove,44
2016-08-22,2016-08-24,44,disapprove,46
2016-08-21,2016-08-23,44,disapprove,44
2016-08-20,2016-08-22,44,disapprove,45
2016-08-19,2016-08-21,44,disapprove,44
2016-08-18,2016-08-20,44,disapprove,46
2016-08-16,2016-08-19,44,disapprove,45
2016-08-15,2016-08-18,44,disapprove,45
2016-08-14,2016-08-16,44,disapprove,45
2016-08-13,2016-08-15,44,disapprove,45
2016-08-12,2016-08-14,44,disapprove,44
2016-08-11,2016-08-13,44,disapprove,43
2016-08-10,2016-08-12,44,disapprove,43
2016-08-09,2016-08-11,44,disapprove,42
2016-08-08,2016-08-10,44,disapprove,46
2016-08-07,2016-08-09,44,disapprove,45
2016-08-06,2016-08-08,44,disapprove,45
2016-08-05,2016-08-07,44,disapprove,44
2016-08-04,2016-08-06,44,disapprove,45
2016-08-03,2016-08-05,44,disapprove,46
2016-08-02,2016-08-04,44,disapprove,45
2016-08-01,2016-08-03,44,disapprove,44
2016-07-31,2016-08-02,44,disapprove,44
2016-07-30,2016-08-01,44,disapprove,44
2016-07-29,2016-07-31,44,disapprove,43
2016-07-28,2016-07-30,44,disapprove,42
2016-07-27,2016-07-29,44,disapprove,43
2016-07-26,2016-07-28,44,disapprove,44
2016-07-25,2016-07-27,44,disapprove,46
2016-07-24,2016-07-26,44,disapprove,45
2016-07-23,2016-07-25,44,disapprove,46
2016-07-22,2016-07-24,44,disapprove,48
2016-07-20,2016-07-23,44,disapprove,47
2016-07-19,2016-07-22,44,disapprove,47
2016-07-18,2016-07-20,44,disapprove,47
2016-07-17,2016-07-19,44,disapprove,47
2016-07-16,2016-07-18,44,disapprove,46
2016-07-15,2016-07-17,44,disapprove,44
2016-07-14,2016-07-16,44,disapprove,46
2016-07-12,2016-07-15,44,disapprove,47
2016-07-11,2016-07-14,44,disapprove,48
2016-07-10,2016-07-12,44,disapprove,48
2016-07-09,2016-07-11,44,disapprove,47
2016-07-08,2016-07-10,44,disapprove,46
2016-07-07,2016-07-09,44,disapprove,45
2016-07-06,2016-07-08,44,disapprove,45
2016-07-05,2016-07-07,44,disapprove,45
2016-07-03,2016-07-06,44,disapprove,45
2016-07-02,2016-07-05,44,disapprove,45
2016-07-01,2016-07-03,44,disapprove,44
2016-06-30,2016-07-02,44,disapprove,45
2016-06-29,2016-07-01,44,disapprove,45
2016-06-28,2016-06-30,44,disapprove,45
2016-06-27,2016-06-29,44,disapprove,44
2016-06-26,2016-06-28,44,disapprove,44
2016-06-25,2016-06-27,44,disapprove,44
2016-06-24,2016-06-26,44,disapprove,45
2016-06-23,2016-06-25,44,disapprove,45
2016-06-22,2016-06-24,44,disapprove,46
2016-06-21,2016-06-23,44,disapprove,45
2016-06-20,2016-06-22,44,disapprove,46
2016-06-19,2016-06-21,44,disapprove,45
2016-06-18,2016-06-20,44,disapprove,45
2016-06-17,2016-06-19,44,disapprove,44
2016-06-16,2016-06-18,44,disapprove,44
2016-06-15,2016-06-17,44,disapprove,43
2016-06-14,2016-06-16,44,disapprove,45
2016-06-13,2016-06-15,44,disapprove,44
2016-06-12,2016-06-14,44,disapprove,44
2016-06-11,2016-06-13,44,disapprove,44
2016-06-10,2016-06-12,44,disapprove,44
2016-06-09,2016-06-11,44,disapprove,44
2016-06-08,2016-06-10,44,disapprove,42
2016-06-07,2016-06-09,44,disapprove,43
2016-06-06,2016-06-08,44,disapprove,43
2016-06-05,2016-06-07,44,disapprove,46
2016-06-04,2016-06-06,44,disapprove,44
2016-06-03,2016-06-05,44,disapprove,44
2016-06-02,2016-06-04,44,disapprove,44
2016-06-01,2016-06-03,44,disapprove,43
2016-05-31,2016-06-02,44,disapprove,45
2016-05-30,2016-06-01,44,disapprove,44
2016-05-29,2016-05-31,44,disapprove,45
2016-05-28,2016-05-30,44,disapprove,44
2016-05-27,2016-05-29,44,disapprove,44
2016-05-26,2016-05-28,44,disapprove,44
2016-05-25,2016-05-27,44,disapprove,46
2016-05-24,2016-05-26,44,disapprove,45
2016-05-23,2016-05-25,44,disapprove,44
2016-05-22,2016-05-24,44,disapprove,43
2016-05-21,2016-05-23,44,disapprove,44
2016-05-20,2016-05-22,44,disapprove,45
2016-05-19,2016-05-21,44,disapprove,43
2016-05-18,2016-05-20,44,disapprove,44
2016-05-17,2016-05-19,44,disapprove,45
2016-05-16,2016-05-18,44,disapprove,46
2016-05-15,2016-05-17,44,disapprove,45
2016-05-14,2016-05-16,44,disapprove,44
2016-05-13,2016-05-15,44,disapprove,44
2016-05-12,2016-05-14,44,disapprove,46
2016-05-11,2016-05-13,44,disapprove,46
2016-05-10,2016-05-12,44,disapprove,47
2016-05-09,2016-05-11,44,disapprove,44
2016-05-08,2016-05-10,44,disapprove,44
2016-05-07,2016-05-09,44,disapprove,43
2016-05-06,2016-05-08,44,disapprove,43
2016-05-05,2016-05-07,44,disapprove,43
2016-05-04,2016-05-06,44,disapprove,45
2016-05-03,2016-05-05,44,disapprove,45
2016-05-02,2016-05-04,44,disapprove,46
2016-05-01,2016-05-03,44,disapprove,45
2016-04-30,2016-05-02,44,disapprove,45
2016-04-29,2016-05-01,44,disapprove,45
2016-04-28,2016-04-30,44,disapprove,45
2016-04-27,2016-04-29,44,disapprove,46
2016-04-26,2016-04-28,44,disapprove,46
2016-04-25,2016-04-27,44,disapprove,46
2016-04-24,2016-04-26,44,disapprove,45
2016-04-23,2016-04-25,44,disapprove,46
2016-04-22,2016-04-24,44,disapprove,45
2016-04-21,2016-04-23,44,disapprove,46
2016-04-20,2016-04-22,44,disapprove,46
2016-04-19,2016-04-21,44,disapprove,44
2016-04-18,2016-04-20,44,disapprove,44
2016-04-17,2016-04-19,44,disapprove,46
2016-04-16,2016-04-18,44,disapprove,48
2016-04-15,2016-04-17,44,disapprove,47
2016-04-14,2016-04-16,44,disapprove,46
2016-04-13,2016-04-15,44,disapprove,47
2016-04-12,2016-04-14,44,disapprove,47
2016-04-11,2016-04-13,44,disapprove,48
2016-04-10,2016-04-12,44,disapprove,48
2016-04-09,2016-04-11,44,disapprove,48
2016-04-08,2016-04-10,44,disapprove,46
2016-04-07,2016-04-09,44,disapprove,45
2016-04-06,2016-04-08,44,disapprove,44
2016-04-05,2016-04-07,44,disapprove,44
2016-04-04,2016-04-06,44,disapprove,44
2016-04-03,2016-04-05,44,disapprove,44
2016-04-02,2016-04-04,44,disapprove,43
2016-04-01,2016-04-03,44,disapprove,43
2016-03-31,2016-04-02,44,disapprove,45
2016-03-30,2016-04-01,44,disapprove,46
2016-03-29,2016-03-31,44,disapprove,47
2016-03-28,2016-03-30,44,disapprove,47
2016-03-26,2016-03-29,44,disapprove,46
2016-03-25,2016-03-28,44,disapprove,44
2016-03-24,2016-03-26,44,disapprove,44
2016-03-23,2016-03-25,44,disapprove,44
2016-03-22,2016-03-24,44,disapprove,45
2016-03-21,2016-03-23,44,disapprove,45
2016-03-20,2016-03-22,44,disapprove,46
2016-03-19,2016-03-21,44,disapprove,45
2016-03-18,2016-03-20,44,disapprove,45
2016-03-17,2016-03-19,44,disapprove,44
2016-03-16,2016-03-18,44,disapprove,46
2016-03-15,2016-03-17,44,disapprove,47
2016-03-14,2016-03-16,44,disapprove,47
2016-03-13,2016-03-15,44,disapprove,45
2016-03-12,2016-03-14,44,disapprove,46
2016-03-11,2016-03-13,44,disapprove,46
2016-03-10,2016-03-12,44,disapprove,47
2016-03-09,2016-03-11,44,disapprove,44
2016-03-08,2016-03-10,44,disapprove,45
2016-03-07,2016-03-09,44,disapprove,44
2016-03-06,2016-03-08,44,disapprove,45
2016-03-05,2016-03-07,44,disapprove,47
2016-03-04,2016-03-06,44,disapprove,48
2016-03-03,2016-03-05,44,disapprove,46
2016-03-02,2016-03-04,44,disapprove,45
2016-03-01,2016-03-03,44,disapprove,44
2016-02-29,2016-03-02,44,disapprove,46
2016-02-28,2016-03-01,44,disapprove,46
2016-02-27,2016-02-29,44,disapprove,46
2016-02-26,2016-02-28,44,disapprove,46
2016-02-25,2016-02-27,44,disapprove,47
2016-02-24,2016-02-26,44,disapprove,48
2016-02-23,2016-02-25,44,disapprove,48
2016-02-22,2016-02-24,44,disapprove,48
2016-02-21,2016-02-23,44,disapprove,48
2016-02-20,2016-02-22,44,disapprove,49
2016-02-19,2016-02-21,44,disapprove,49
2016-02-18,2016-02-20,44,disapprove,48
2016-02-17,2016-02-19,44,disapprove,46
2016-02-16,2016-02-18,44,disapprove,46
2016-02-15,2016-02-17,44,disapprove,48
2016-02-14,2016-02-16,44,disapprove,50
2016-02-13,2016-02-15,44,disapprove,50
2016-02-12,2016-02-14,44,disapprove,49
2016-02-11,2016-02-13,44,disapprove,48
2016-02-10,2016-02-12,44,disapprove,47
2016-02-09,2016-02-11,44,disapprove,47
2016-02-08,2016-02-10,44,disapprove,48
2016-02-07,2016-02-09,44,disapprove,50
2016-02-06,2016-02-08,44,disapprove,51
2016-02-05,2016-02-07,44,disapprove,50
2016-02-04,2016-02-06,44,disapprove,50
2016-02-03,2016-02-05,44,disapprove,50
2016-02-01,2016-02-04,44,disapprove,49
2016-01-31,2016-02-03,44,disapprove,48
2016-01-30,2016-02-01,44,disapprove,46
2016-01-29,2016-01-31,44,disapprove,47
2016-01-28,2016-01-30,44,disapprove,48
2016-01-27,2016-01-29,44,disapprove,48
2016-01-26,2016-01-28,44,disapprove,48
2016-01-25,2016-01-27,44,disapprove,48
2016-01-24,2016-01-26,44,disapprove,48
2016-01-23,2016-01-25,44,disapprove,47
2016-01-22,2016-01-24,44,disapprove,46
2016-01-21,2016-01-23,44,disapprove,47
2016-01-20,2016-01-22,44,disapprove,47
2016-01-19,2016-01-21,44,disapprove,48
2016-01-18,2016-01-20,44,disapprove,48
2016-01-17,2016-01-19,44,disapprove,48
2016-01-16,2016-01-18,44,disapprove,46
2016-01-15,2016-01-17,44,disapprove,45
2016-01-14,2016-01-16,44,disapprove,47
2016-01-13,2016-01-15,44,disapprove,46
2016-01-12,2016-01-14,44,disapprove,47
2016-01-11,2016-01-13,44,disapprove,48
2016-01-10,2016-01-12,44,disapprove,50
2016-01-09,2016-01-11,44,disapprove,50
2016-01-08,2016-01-10,44,disapprove,49
2016-01-07,2016-01-09,44,disapprove,49
2016-01-06,2016-01-08,44,disapprove,49
2016-01-05,2016-01-07,44,disapprove,50
2016-01-04,2016-01-06,44,disapprove,48
2016-01-03,2016-01-05,44,disapprove,50
2016-01-02,2016-01-04,44,disapprove,50
2015-12-30,2016-01-03,44,disapprove,51
2015-12-29,2016-01-02,44,disapprove,51
2015-12-28,2015-12-30,44,disapprove,52
2015-12-27,2015-12-29,44,disapprove,50
2015-12-23,2015-12-28,44,disapprove,49
2015-12-22,2015-12-27,44,disapprove,48
2015-12-21,2015-12-23,44,disapprove,50
2015-12-20,2015-12-22,44,disapprove,50
2015-12-19,2015-12-21,44,disapprove,50
2015-12-18,2015-12-20,44,disapprove,50
2015-12-17,2015-12-19,44,disapprove,51
2015-12-16,2015-12-18,44,disapprove,53
2015-12-15,2015-12-17,44,disapprove,53
2015-12-14,2015-12-16,44,disapprove,51
2015-12-13,2015-12-15,44,disapprove,50
2015-12-12,2015-12-14,44,disapprove,50
2015-12-11,2015-12-13,44,disapprove,50
2015-12-10,2015-12-12,44,disapprove,50
2015-12-09,2015-12-11,44,disapprove,51
2015-12-08,2015-12-10,44,disapprove,51
2015-12-07,2015-12-09,44,disapprove,50
2015-12-06,2015-12-08,44,disapprove,49
2015-12-05,2015-12-07,44,disapprove,49
2015-12-04,2015-12-06,44,disapprove,48
2015-12-03,2015-12-05,44,disapprove,48
2015-12-02,2015-12-04,44,disapprove,47
2015-12-01,2015-12-03,44,disapprove,48
2015-11-30,2015-12-02,44,disapprove,50
2015-11-29,2015-12-01,44,disapprove,50
2015-11-28,2015-11-30,44,disapprove,50
2015-11-27,2015-11-29,44,disapprove,47
2015-11-25,2015-11-28,44,disapprove,48
2015-11-24,2015-11-27,44,disapprove,49
2015-11-23,2015-11-25,44,disapprove,51
2015-11-22,2015-11-24,44,disapprove,51
2015-11-21,2015-11-23,44,disapprove,52
2015-11-20,2015-11-22,44,disapprove,52
2015-11-19,2015-11-21,44,disapprove,52
2015-11-17,2015-11-20,44,disapprove,53
2015-11-16,2015-11-19,44,disapprove,51
2015-11-15,2015-11-17,44,disapprove,50
2015-11-14,2015-11-16,44,disapprove,47
2015-11-13,2015-11-15,44,disapprove,44
2015-11-12,2015-11-14,44,disapprove,45
2015-11-11,2015-11-13,44,disapprove,48
2015-11-10,2015-11-12,44,disapprove,49
2015-11-09,2015-11-11,44,disapprove,49
2015-11-08,2015-11-10,44,disapprove,48
2015-11-07,2015-11-09,44,disapprove,49
2015-11-06,2015-11-08,44,disapprove,49
2015-11-05,2015-11-07,44,disapprove,49
2015-11-04,2015-11-06,44,disapprove,48
2015-11-03,2015-11-05,44,disapprove,47
2015-11-02,2015-11-04,44,disapprove,48
2015-11-01,2015-11-03,44,disapprove,47
2015-10-31,2015-11-02,44,disapprove,48
2015-10-30,2015-11-01,44,disapprove,48
2015-10-29,2015-10-31,44,disapprove,50
2015-10-28,2015-10-30,44,disapprove,51
2015-10-27,2015-10-29,44,disapprove,49
2015-10-26,2015-10-28,44,disapprove,48
2015-10-25,2015-10-27,44,disapprove,47
2015-10-24,2015-10-26,44,disapprove,48
2015-10-23,2015-10-25,44,disapprove,49
2015-10-22,2015-10-24,44,disapprove,50
2015-10-21,2015-10-23,44,disapprove,49
2015-10-20,2015-10-22,44,disapprove,50
2015-10-19,2015-10-21,44,disapprove,50
2015-10-18,2015-10-20,44,disapprove,50
2015-10-17,2015-10-19,44,disapprove,51
2015-10-16,2015-10-18,44,disapprove,50
2015-10-15,2015-10-17,44,disapprove,50
2015-10-14,2015-10-16,44,disapprove,49
2015-10-13,2015-10-15,44,disapprove,50
2015-10-12,2015-10-14,44,disapprove,50
2015-10-11,2015-10-13,44,disapprove,51
2015-10-10,2015-10-12,44,disapprove,49
2015-10-09,2015-10-11,44,disapprove,49
2015-10-08,2015-10-10,44,disapprove,49
2015-10-06,2015-10-09,44,disapprove,51
2015-10-05,2015-10-08,44,disapprove,50
2015-10-04,2015-10-06,44,disapprove,49
2015-10-03,2015-10-05,44,disapprove,48
2015-10-02,2015-10-04,44,disapprove,48
2015-10-01,2015-10-03,44,disapprove,51
2015-09-30,2015-10-02,44,disapprove,49
2015-09-29,2015-10-01,44,disapprove,48
2015-09-28,2015-09-30,44,disapprove,48
2015-09-27,2015-09-29,44,disapprove,48
2015-09-26,2015-09-28,44,disapprove,51
2015-09-25,2015-09-27,44,disapprove,50
2015-09-24,2015-09-26,44,disapprove,50
2015-09-23,2015-09-25,44,disapprove,49
2015-09-22,2015-09-24,44,disapprove,48
2015-09-21,2015-09-23,44,disapprove,49
2015-09-20,2015-09-22,44,disapprove,50
2015-09-19,2015-09-21,44,disapprove,51
2015-09-18,2015-09-20,44,disapprove,52
2015-09-17,2015-09-19,44,disapprove,51
2015-09-16,2015-09-18,44,disapprove,52
2015-09-15,2015-09-17,44,disapprove,52
2015-09-14,2015-09-16,44,disapprove,50
2015-09-13,2015-09-15,44,disapprove,48
2015-09-12,2015-09-14,44,disapprove,47
2015-09-11,2015-09-13,44,disapprove,50
2015-09-10,2015-09-12,44,disapprove,50
2015-09-09,2015-09-11,44,disapprove,50
2015-09-08,2015-09-10,44,disapprove,48
2015-09-06,2015-09-09,44,disapprove,46
2015-09-05,2015-09-08,44,disapprove,47
2015-09-04,2015-09-06,44,disapprove,47
2015-09-03,2015-09-05,44,disapprove,50
2015-09-02,2015-09-04,44,disapprove,50
2015-09-01,2015-09-03,44,disapprove,51
2015-08-31,2015-09-02,44,disapprove,51
2015-08-30,2015-09-01,44,disapprove,50
2015-08-29,2015-08-31,44,disapprove,49
2015-08-28,2015-08-30,44,disapprove,48
2015-08-27,2015-08-29,44,disapprove,50
2015-08-26,2015-08-28,44,disapprove,51
2015-08-25,2015-08-27,44,disapprove,52
2015-08-24,2015-08-26,44,disapprove,51
2015-08-23,2015-08-25,44,disapprove,51
2015-08-22,2015-08-24,44,disapprove,51
2015-08-21,2015-08-23,44,disapprove,51
2015-08-20,2015-08-22,44,disapprove,53
2015-08-19,2015-08-21,44,disapprove,53
2015-08-18,2015-08-20,44,disapprove,50
2015-08-17,2015-08-19,44,disapprove,50
2015-08-16,2015-08-18,44,disapprove,49
2015-08-15,2015-08-17,44,disapprove,51
2015-08-14,2015-08-16,44,disapprove,49
2015-08-13,2015-08-15,44,disapprove,50
2015-08-12,2015-08-14,44,disapprove,49
2015-08-11,2015-08-13,44,disapprove,49
2015-08-10,2015-08-12,44,disapprove,49
2015-08-09,2015-08-11,44,disapprove,47
2015-08-08,2015-08-10,44,disapprove,48
