"Variety","Base.Price.Per.Ton","Brix.Code","Tons","Year","District","District_Number","Type"
"merlot",1648,100,14.3,2016,"DISTRICT 3",3,"red"
"merlot",1650,100,590.3,2016,"DISTRICT 3",3,"red"
"merlot",1650,20800,39.5,2016,"DISTRICT 3",3,"red"
"merlot",1653.5,100,197.9,2016,"DISTRICT 3",3,"red"
"merlot",1656.24,100,40.5,2016,"DISTRICT 3",3,"red"
"merlot",1656.85,100,23.7,2016,"DISTRICT 3",3,"red"
"merlot",1696,100,22,2016,"DISTRICT 3",3,"red"
"merlot",1699.92,100,102.8,2016,"DISTRICT 3",3,"red"
"merlot",1699.92,17000,7.6,2016,"DISTRICT 3",3,"red"
"merlot",1699.92,23100,33.5,2016,"DISTRICT 3",3,"red"
"merlot",1700,100,625.6,2016,"DISTRICT 3",3,"red"
"merlot",1700,14000,12.5,2016,"DISTRICT 3",3,"red"
"merlot",1700,15500,104.2,2016,"DISTRICT 3",3,"red"
"merlot",1700,19200,10.4,2016,"DISTRICT 3",3,"red"
"merlot",1700,20800,153.6,2016,"DISTRICT 3",3,"red"
"merlot",1700,24500,160.8,2016,"DISTRICT 3",3,"red"
"merlot",1700.4,100,156.7,2016,"DISTRICT 3",3,"red"
"merlot",1700.4,21200,34.4,2016,"DISTRICT 3",3,"red"
"merlot",1702.11,100,93.1,2016,"DISTRICT 3",3,"red"
"merlot",1713.4,100,2.3,2016,"DISTRICT 3",3,"red"
"merlot",1715,21200,3.1,2016,"DISTRICT 3",3,"red"
"merlot",1715.31,100,7.5,2016,"DISTRICT 3",3,"red"
"merlot",1715.32,100,1.8,2016,"DISTRICT 3",3,"red"
"merlot",1717.25,20800,169.5,2016,"DISTRICT 3",3,"red"
"merlot",1718.24,100,6.9,2016,"DISTRICT 3",3,"red"
"merlot",1724.92,100,20.3,2016,"DISTRICT 3",3,"red"
"merlot",1733.19,100,23.8,2016,"DISTRICT 3",3,"red"
"merlot",1734,100,55.1,2016,"DISTRICT 3",3,"red"
"merlot",1734.41,100,12.7,2016,"DISTRICT 3",3,"red"
"merlot",1735.71,100,40.3,2016,"DISTRICT 3",3,"red"
"merlot",1750,100,452.8,2016,"DISTRICT 3",3,"red"
"merlot",1750,7800,2,2016,"DISTRICT 3",3,"red"
"merlot",1750,20800,1.4,2016,"DISTRICT 3",3,"red"
"merlot",1760,100,73,2016,"DISTRICT 3",3,"red"
"merlot",1767.49,100,41.6,2016,"DISTRICT 3",3,"red"
"merlot",1775,100,54.2,2016,"DISTRICT 3",3,"red"
"merlot",1775.82,100,31,2016,"DISTRICT 3",3,"red"
"merlot",1785,100,39.6,2016,"DISTRICT 3",3,"red"
"merlot",1785.42,100,71.4,2016,"DISTRICT 3",3,"red"
"merlot",1786.7,100,103.6,2016,"DISTRICT 3",3,"red"
"merlot",1800,100,1815.1,2016,"DISTRICT 3",3,"red"
"merlot",1800,19300,186.8,2016,"DISTRICT 3",3,"red"
"merlot",1800,24800,7,2016,"DISTRICT 3",3,"red"
"merlot",1818.91,100,15.7,2016,"DISTRICT 3",3,"red"
"merlot",1826.58,100,45.5,2016,"DISTRICT 3",3,"red"
"merlot",1828.05,100,32.9,2016,"DISTRICT 3",3,"red"
"merlot",1850,100,428.2,2016,"DISTRICT 3",3,"red"
"merlot",1856.88,100,11.2,2016,"DISTRICT 3",3,"red"
"merlot",1865.25,100,28,2016,"DISTRICT 3",3,"red"
"merlot",1869.91,100,46.3,2016,"DISTRICT 3",3,"red"
"merlot",1870,100,7.3,2016,"DISTRICT 3",3,"red"
"merlot",1886.86,100,5.2,2016,"DISTRICT 3",3,"red"
"merlot",1887,100,26.1,2016,"DISTRICT 3",3,"red"
"merlot",1888.06,13600,91,2016,"DISTRICT 3",3,"red"
"merlot",1888.98,100,9,2016,"DISTRICT 3",3,"red"
"merlot",1894.91,100,30.1,2016,"DISTRICT 3",3,"red"
"merlot",1900,100,487.3,2016,"DISTRICT 3",3,"red"
"merlot",1900,17200,45.5,2016,"DISTRICT 3",3,"red"
"merlot",1900,24500,4.4,2016,"DISTRICT 3",3,"red"
"merlot",1907.26,100,26.6,2016,"DISTRICT 3",3,"red"
"merlot",1909.62,100,75.7,2016,"DISTRICT 3",3,"red"
"merlot",2000,100,355.1,2016,"DISTRICT 3",3,"red"
"merlot",2000,17400,6.2,2016,"DISTRICT 3",3,"red"
"merlot",2000,17600,6.7,2016,"DISTRICT 3",3,"red"
"merlot",2000,60505,2,2016,"DISTRICT 3",3,"red"
"merlot",2015.71,100,19.5,2016,"DISTRICT 3",3,"red"
"merlot",2025,14400,3.4,2016,"DISTRICT 3",3,"red"
"merlot",2039.9,100,1.4,2016,"DISTRICT 3",3,"red"
"merlot",2039.9,17800,10.9,2016,"DISTRICT 3",3,"red"
"merlot",2050,100,111.1,2016,"DISTRICT 3",3,"red"
"merlot",2088.6,100,19.4,2016,"DISTRICT 3",3,"red"
"merlot",2100,100,45.7,2016,"DISTRICT 3",3,"red"
"merlot",2100,24500,2.3,2016,"DISTRICT 3",3,"red"
"merlot",2126.11,20800,88,2016,"DISTRICT 3",3,"red"
"merlot",2200,100,25.1,2016,"DISTRICT 3",3,"red"
"merlot",2200,17200,6,2016,"DISTRICT 3",3,"red"
"merlot",2200,19200,70.2,2016,"DISTRICT 3",3,"red"
"merlot",2200,25100,1.7,2016,"DISTRICT 3",3,"red"
"merlot",2250,100,8.5,2016,"DISTRICT 3",3,"red"
"merlot",2283.31,100,28.9,2016,"DISTRICT 3",3,"red"
"merlot",2290,100,6.2,2016,"DISTRICT 3",3,"red"
"merlot",2300,100,15.7,2016,"DISTRICT 3",3,"red"
"merlot",2312.06,100,41.6,2016,"DISTRICT 3",3,"red"
"merlot",2321.18,100,24.4,2016,"DISTRICT 3",3,"red"
"merlot",2327.1,100,11.9,2016,"DISTRICT 3",3,"red"
"merlot",2359.63,100,8.1,2016,"DISTRICT 3",3,"red"
"merlot",2400,100,141.4,2016,"DISTRICT 3",3,"red"
"merlot",2400,25100,4,2016,"DISTRICT 3",3,"red"
"merlot",2403.65,100,48.3,2016,"DISTRICT 3",3,"red"
"merlot",2500,100,82.9,2016,"DISTRICT 3",3,"red"
"merlot",2500,14100,5.4,2016,"DISTRICT 3",3,"red"
"merlot",2500,25100,2.1,2016,"DISTRICT 3",3,"red"
"merlot",2518.03,100,14.8,2016,"DISTRICT 3",3,"red"
"merlot",2572.11,100,8.6,2016,"DISTRICT 3",3,"red"
"merlot",2572.98,100,8.9,2016,"DISTRICT 3",3,"red"
"merlot",2573,100,11.7,2016,"DISTRICT 3",3,"red"
"merlot",2575,100,4.3,2016,"DISTRICT 3",3,"red"
"merlot",2593.09,100,11.4,2016,"DISTRICT 3",3,"red"
"merlot",2599.21,100,13.4,2016,"DISTRICT 3",3,"red"
"merlot",2750,100,2.9,2016,"DISTRICT 3",3,"red"
"merlot",2800,100,3.2,2016,"DISTRICT 3",3,"red"
"merlot",2800,21500,2.6,2016,"DISTRICT 3",3,"red"
"merlot",2808.31,100,8.2,2016,"DISTRICT 3",3,"red"
"merlot",2900,100,8.3,2016,"DISTRICT 3",3,"red"
"merlot",2900,23400,8.6,2016,"DISTRICT 3",3,"red"
"merlot",3000,13800,15.3,2016,"DISTRICT 3",3,"red"
"merlot",3364.23,100,4.9,2016,"DISTRICT 3",3,"red"
"merlot",3500,21200,12.7,2016,"DISTRICT 3",3,"red"
"merlot",3571,100,9.3,2016,"DISTRICT 3",3,"red"
"merlot",3600,100,3.1,2016,"DISTRICT 3",3,"red"
"merlot",3621.34,100,3,2016,"DISTRICT 3",3,"red"
"merlot",3650,100,0.9,2016,"DISTRICT 3",3,"red"
"merlot",4000,100,4.9,2016,"DISTRICT 3",3,"red"
"merlot",5766.75,13600,7.9,2016,"DISTRICT 3",3,"red"
"merlot",6875,100,2.9,2016,"DISTRICT 3",3,"red"
"merlot",7000,13600,6.1,2016,"DISTRICT 3",3,"red"
"merlot",8000,100,1.2,2016,"DISTRICT 3",3,"red"
"merlot",8500,100,3.9,2016,"DISTRICT 3",3,"red"
"merlot",17340,100,2.5,2016,"DISTRICT 3",3,"red"
"meunier",1800,100,36.9,2016,"DISTRICT 3",3,"red"
"meunier",2200,14100,18.8,2016,"DISTRICT 3",3,"red"
"meunier",2350,100,14.9,2016,"DISTRICT 3",3,"red"
"meunier",2398.77,100,3.2,2016,"DISTRICT 3",3,"red"
"meunier",2400,100,23.9,2016,"DISTRICT 3",3,"red"
"meunier",2500,100,7.6,2016,"DISTRICT 3",3,"red"
"meunier",2700,100,25.3,2016,"DISTRICT 3",3,"red"
"meunier",2990,100,10.4,2016,"DISTRICT 3",3,"red"
"meunier",3600,100,5.3,2016,"DISTRICT 3",3,"red"
"meunier",3750,100,6.3,2016,"DISTRICT 3",3,"red"
"meunier",3900,11300,2.1,2016,"DISTRICT 3",3,"red"
"meunier",4202.5,100,1.7,2016,"DISTRICT 3",3,"red"
"montepulciano",1500,21500,0.9,2016,"DISTRICT 3",3,"red"
"montepulciano",2600,100,1,2016,"DISTRICT 3",3,"red"
"montepulciano",3000,100,0.1,2016,"DISTRICT 3",3,"red"
"montepulciano",5000,100,9.3,2016,"DISTRICT 3",3,"red"
"nebbiolo",1800,100,3.7,2016,"DISTRICT 3",3,"red"
"nebbiolo",2000,100,6,2016,"DISTRICT 3",3,"red"
"negroamaro",2600,100,0.7,2016,"DISTRICT 3",3,"red"
"nero davola",2600,100,1.6,2016,"DISTRICT 3",3,"red"
"petit verdot",400,27600,2.5,2016,"DISTRICT 3",3,"red"
"petit verdot",1500,100,0.5,2016,"DISTRICT 3",3,"red"
"petit verdot",1800,100,1.5,2016,"DISTRICT 3",3,"red"
"petit verdot",2000,100,0.5,2016,"DISTRICT 3",3,"red"
"petit verdot",2000,21000,0.8,2016,"DISTRICT 3",3,"red"
"petit verdot",2000,29125,1.2,2016,"DISTRICT 3",3,"red"
"petit verdot",2300,24800,2.3,2016,"DISTRICT 3",3,"red"
"petit verdot",2325,100,17.7,2016,"DISTRICT 3",3,"red"
"petit verdot",2347.84,100,6.4,2016,"DISTRICT 3",3,"red"
"petit verdot",2377.95,100,14,2016,"DISTRICT 3",3,"red"
"petit verdot",2400,100,9.2,2016,"DISTRICT 3",3,"red"
"petit verdot",2400,24500,2,2016,"DISTRICT 3",3,"red"
"petit verdot",2478.94,100,13.9,2016,"DISTRICT 3",3,"red"
"petit verdot",2500,100,3.2,2016,"DISTRICT 3",3,"red"
"petit verdot",2500,24500,3.2,2016,"DISTRICT 3",3,"red"
"petit verdot",2529.67,13600,3.4,2016,"DISTRICT 3",3,"red"
"petit verdot",2600,100,34,2016,"DISTRICT 3",3,"red"
"petit verdot",2649,100,3.8,2016,"DISTRICT 3",3,"red"
"petit verdot",2650,100,19.1,2016,"DISTRICT 3",3,"red"
"petit verdot",2667.28,100,13.1,2016,"DISTRICT 3",3,"red"
"petit verdot",2668.82,100,12.8,2016,"DISTRICT 3",3,"red"
"petit verdot",2668.82,17800,4,2016,"DISTRICT 3",3,"red"
"petit verdot",2675.18,100,11.7,2016,"DISTRICT 3",3,"red"
"petit verdot",2700,100,49.2,2016,"DISTRICT 3",3,"red"
"petit verdot",2750,100,2.6,2016,"DISTRICT 3",3,"red"
"petit verdot",2800,100,6.4,2016,"DISTRICT 3",3,"red"
"petit verdot",2800,24800,3,2016,"DISTRICT 3",3,"red"
"petit verdot",2832.74,25100,1.6,2016,"DISTRICT 3",3,"red"
"petit verdot",2833,100,7.1,2016,"DISTRICT 3",3,"red"
"petit verdot",2845.59,100,0.9,2016,"DISTRICT 3",3,"red"
"petit verdot",2850,100,10.2,2016,"DISTRICT 3",3,"red"
"petit verdot",2855.86,100,3.1,2016,"DISTRICT 3",3,"red"
"petit verdot",2900,100,48.9,2016,"DISTRICT 3",3,"red"
"petit verdot",2900,14100,1.2,2016,"DISTRICT 3",3,"red"
"petit verdot",2900,24800,0.8,2016,"DISTRICT 3",3,"red"
"petit verdot",2958,100,28.7,2016,"DISTRICT 3",3,"red"
"petit verdot",2991.86,100,3,2016,"DISTRICT 3",3,"red"
"petit verdot",3000,20800,1.8,2016,"DISTRICT 3",3,"red"
"petit verdot",3060,100,4.7,2016,"DISTRICT 3",3,"red"
"petit verdot",3104.05,100,0.8,2016,"DISTRICT 3",3,"red"
"petit verdot",3200,100,2,2016,"DISTRICT 3",3,"red"
"petit verdot",3202.58,100,4,2016,"DISTRICT 3",3,"red"
"petit verdot",3300,100,8,2016,"DISTRICT 3",3,"red"
"petit verdot",3325,100,36.1,2016,"DISTRICT 3",3,"red"
"petit verdot",3450,100,5.3,2016,"DISTRICT 3",3,"red"
"petit verdot",3478.57,24800,3.6,2016,"DISTRICT 3",3,"red"
"petit verdot",3500,100,5.7,2016,"DISTRICT 3",3,"red"
"petit verdot",3500,14400,2.7,2016,"DISTRICT 3",3,"red"
"petit verdot",3500,21200,2.1,2016,"DISTRICT 3",3,"red"
"petit verdot",3508,100,2.8,2016,"DISTRICT 3",3,"red"
"petit verdot",3525,100,2,2016,"DISTRICT 3",3,"red"
"petit verdot",3557.29,100,2.8,2016,"DISTRICT 3",3,"red"
"petit verdot",3569.65,100,1.9,2016,"DISTRICT 3",3,"red"
"petit verdot",3602.91,100,1.7,2016,"DISTRICT 3",3,"red"
"petit verdot",3626,100,1.1,2016,"DISTRICT 3",3,"red"
"petit verdot",3800,100,3.4,2016,"DISTRICT 3",3,"red"
"petit verdot",4000,100,2.9,2016,"DISTRICT 3",3,"red"
"petit verdot",4000,17400,4.8,2016,"DISTRICT 3",3,"red"
"petit verdot",4080,100,4.3,2016,"DISTRICT 3",3,"red"
"petit verdot",4100,100,7.2,2016,"DISTRICT 3",3,"red"
"petit verdot",4500,100,5.7,2016,"DISTRICT 3",3,"red"
"petit verdot",5000,100,3,2016,"DISTRICT 3",3,"red"
"petit verdot",5814,100,0.8,2016,"DISTRICT 3",3,"red"
"petit verdot",6875,100,1.6,2016,"DISTRICT 3",3,"red"
"petit verdot",12000,100,2.1,2016,"DISTRICT 3",3,"red"
"petit verdot",17340,100,0.8,2016,"DISTRICT 3",3,"red"
"petite sirah",600,28100,0.8,2016,"DISTRICT 3",3,"red"
"petite sirah",940,100,22.1,2016,"DISTRICT 3",3,"red"
"petite sirah",1068,17400,2.6,2016,"DISTRICT 3",3,"red"
"petite sirah",1137.21,100,8.1,2016,"DISTRICT 3",3,"red"
"petite sirah",1350,100,1.9,2016,"DISTRICT 3",3,"red"
"petite sirah",1400,100,4.5,2016,"DISTRICT 3",3,"red"
"petite sirah",1500.55,17400,54.3,2016,"DISTRICT 3",3,"red"
"petite sirah",1725,100,8.7,2016,"DISTRICT 3",3,"red"
"petite sirah",1800,17400,5.3,2016,"DISTRICT 3",3,"red"
"petite sirah",1857.11,100,22.3,2016,"DISTRICT 3",3,"red"
"petite sirah",2000,100,19.3,2016,"DISTRICT 3",3,"red"
"petite sirah",2000,21000,2,2016,"DISTRICT 3",3,"red"
"petite sirah",2100,27800,4.4,2016,"DISTRICT 3",3,"red"
"petite sirah",2160,100,0.5,2016,"DISTRICT 3",3,"red"
"petite sirah",2200,100,3,2016,"DISTRICT 3",3,"red"
"petite sirah",2200,14000,4.7,2016,"DISTRICT 3",3,"red"
"petite sirah",2210,100,11.1,2016,"DISTRICT 3",3,"red"
"petite sirah",2250,21500,18.9,2016,"DISTRICT 3",3,"red"
"petite sirah",2300,24800,4,2016,"DISTRICT 3",3,"red"
"petite sirah",2325,100,34.9,2016,"DISTRICT 3",3,"red"
"petite sirah",2400,100,23.5,2016,"DISTRICT 3",3,"red"
"petite sirah",2400,17600,1.6,2016,"DISTRICT 3",3,"red"
"petite sirah",2450,100,4.6,2016,"DISTRICT 3",3,"red"
"petite sirah",2461,100,5,2016,"DISTRICT 3",3,"red"
"petite sirah",2462.34,100,34.3,2016,"DISTRICT 3",3,"red"
"petite sirah",2472,100,7.3,2016,"DISTRICT 3",3,"red"
"petite sirah",2500,100,47.6,2016,"DISTRICT 3",3,"red"
"petite sirah",2500,13800,14.6,2016,"DISTRICT 3",3,"red"
"petite sirah",2500,29200,8.6,2016,"DISTRICT 3",3,"red"
"petite sirah",2500,64440,4.1,2016,"DISTRICT 3",3,"red"
"petite sirah",2500,67945,23.7,2016,"DISTRICT 3",3,"red"
"petite sirah",2519,100,53.9,2016,"DISTRICT 3",3,"red"
"petite sirah",2543,100,11.3,2016,"DISTRICT 3",3,"red"
"petite sirah",2549.02,100,14.2,2016,"DISTRICT 3",3,"red"
"petite sirah",2550,100,4.3,2016,"DISTRICT 3",3,"red"
"petite sirah",2572.5,100,15.2,2016,"DISTRICT 3",3,"red"
"petite sirah",2600,100,89.1,2016,"DISTRICT 3",3,"red"
"petite sirah",2600,20800,2.3,2016,"DISTRICT 3",3,"red"
"petite sirah",2650,100,11.1,2016,"DISTRICT 3",3,"red"
"petite sirah",2667,100,59.3,2016,"DISTRICT 3",3,"red"
"petite sirah",2675,100,8.5,2016,"DISTRICT 3",3,"red"
"petite sirah",2700,100,58.6,2016,"DISTRICT 3",3,"red"
"petite sirah",2710.24,67952,1.7,2016,"DISTRICT 3",3,"red"
"petite sirah",2715,100,4.7,2016,"DISTRICT 3",3,"red"
"petite sirah",2715,17600,0.7,2016,"DISTRICT 3",3,"red"
"petite sirah",2715,21000,1.6,2016,"DISTRICT 3",3,"red"
"petite sirah",2715.79,100,21.9,2016,"DISTRICT 3",3,"red"
"petite sirah",2715.79,24500,11.7,2016,"DISTRICT 3",3,"red"
"petite sirah",2721,100,11,2016,"DISTRICT 3",3,"red"
"petite sirah",2721.02,100,13.9,2016,"DISTRICT 3",3,"red"
"petite sirah",2721.02,23000,2.2,2016,"DISTRICT 3",3,"red"
"petite sirah",2721.02,59700,4.2,2016,"DISTRICT 3",3,"red"
"petite sirah",2725,13600,0.9,2016,"DISTRICT 3",3,"red"
"petite sirah",2750,100,17,2016,"DISTRICT 3",3,"red"
"petite sirah",2750,24500,18.3,2016,"DISTRICT 3",3,"red"
"petite sirah",2770.13,100,9,2016,"DISTRICT 3",3,"red"
"petite sirah",2775.96,100,31.4,2016,"DISTRICT 3",3,"red"
"petite sirah",2800,100,109.9,2016,"DISTRICT 3",3,"red"
"petite sirah",2800,12885,0.5,2016,"DISTRICT 3",3,"red"
"petite sirah",2800,24800,2.3,2016,"DISTRICT 3",3,"red"
"petite sirah",2800,28100,2,2016,"DISTRICT 3",3,"red"
"petite sirah",2805,100,8,2016,"DISTRICT 3",3,"red"
"petite sirah",2824.42,100,8,2016,"DISTRICT 3",3,"red"
"petite sirah",2827.75,100,143.9,2016,"DISTRICT 3",3,"red"
"petite sirah",2828.33,100,17.3,2016,"DISTRICT 3",3,"red"
"petite sirah",2851.58,100,3.7,2016,"DISTRICT 3",3,"red"
"petite sirah",2880,25100,3.2,2016,"DISTRICT 3",3,"red"
"petite sirah",2883.53,100,14.2,2016,"DISTRICT 3",3,"red"
"petite sirah",2900,100,15.6,2016,"DISTRICT 3",3,"red"
"petite sirah",2937.67,100,19.2,2016,"DISTRICT 3",3,"red"
"petite sirah",2950,100,2.2,2016,"DISTRICT 3",3,"red"
"petite sirah",2967.3,100,20.3,2016,"DISTRICT 3",3,"red"
"petite sirah",2985.91,100,2.2,2016,"DISTRICT 3",3,"red"
"petite sirah",2993.12,100,3.8,2016,"DISTRICT 3",3,"red"
"petite sirah",3000,100,114.8,2016,"DISTRICT 3",3,"red"
"petite sirah",3071.23,100,7.9,2016,"DISTRICT 3",3,"red"
"petite sirah",3129.17,100,22.5,2016,"DISTRICT 3",3,"red"
"petite sirah",3150,25400,16.1,2016,"DISTRICT 3",3,"red"
"petite sirah",3197.25,100,18,2016,"DISTRICT 3",3,"red"
"petite sirah",3200,100,21.7,2016,"DISTRICT 3",3,"red"
"petite sirah",3200,24500,0.5,2016,"DISTRICT 3",3,"red"
"petite sirah",3206,100,5.4,2016,"DISTRICT 3",3,"red"
"petite sirah",3250,100,3.7,2016,"DISTRICT 3",3,"red"
"petite sirah",3265,100,26.9,2016,"DISTRICT 3",3,"red"
"petite sirah",3296,100,6,2016,"DISTRICT 3",3,"red"
"petite sirah",3300,100,1,2016,"DISTRICT 3",3,"red"
"petite sirah",3394.34,100,1.2,2016,"DISTRICT 3",3,"red"
"petite sirah",3400,100,8.2,2016,"DISTRICT 3",3,"red"
"petite sirah",3417.24,23400,0.9,2016,"DISTRICT 3",3,"red"
"petite sirah",3450,100,9.9,2016,"DISTRICT 3",3,"red"
"petite sirah",3500,100,9.7,2016,"DISTRICT 3",3,"red"
"petite sirah",3500,17400,12.6,2016,"DISTRICT 3",3,"red"
"petite sirah",3500,17800,1.1,2016,"DISTRICT 3",3,"red"
"petite sirah",3588,100,32.9,2016,"DISTRICT 3",3,"red"
"petite sirah",3600,100,2.4,2016,"DISTRICT 3",3,"red"
"petite sirah",3666.32,100,6.7,2016,"DISTRICT 3",3,"red"
"petite sirah",3675,100,10.8,2016,"DISTRICT 3",3,"red"
"petite sirah",3700,100,6.1,2016,"DISTRICT 3",3,"red"
"petite sirah",3750,100,2.6,2016,"DISTRICT 3",3,"red"
"petite sirah",3800,100,1.4,2016,"DISTRICT 3",3,"red"
"petite sirah",3800,14000,31.4,2016,"DISTRICT 3",3,"red"
"petite sirah",3800,25400,28,2016,"DISTRICT 3",3,"red"
"petite sirah",3950,100,9.7,2016,"DISTRICT 3",3,"red"
"petite sirah",4000,100,1,2016,"DISTRICT 3",3,"red"
"petite sirah",4000,17200,3.6,2016,"DISTRICT 3",3,"red"
"petite sirah",4000,25100,3,2016,"DISTRICT 3",3,"red"
"petite sirah",4100,100,12.1,2016,"DISTRICT 3",3,"red"
"petite sirah",4200,100,15.9,2016,"DISTRICT 3",3,"red"
"petite sirah",4225,100,15.3,2016,"DISTRICT 3",3,"red"
"petite sirah",4300,100,1.4,2016,"DISTRICT 3",3,"red"
"petite sirah",4336.38,100,1.8,2016,"DISTRICT 3",3,"red"
"petite sirah",4350,100,4.1,2016,"DISTRICT 3",3,"red"
"petite sirah",4500,100,9.2,2016,"DISTRICT 3",3,"red"
"petite sirah",5000,100,1.1,2016,"DISTRICT 3",3,"red"
"petite sirah",5000,25400,9.9,2016,"DISTRICT 3",3,"red"
"petite sirah",5200,100,1,2016,"DISTRICT 3",3,"red"
"pinot noir",500,100,1.2,2016,"DISTRICT 3",3,"red"
"pinot noir",500,24500,0.2,2016,"DISTRICT 3",3,"red"
"pinot noir",700,100,1.7,2016,"DISTRICT 3",3,"red"
"pinot noir",750,100,14.4,2016,"DISTRICT 3",3,"red"
"pinot noir",850,100,1,2016,"DISTRICT 3",3,"red"
"pinot noir",1000,100,14,2016,"DISTRICT 3",3,"red"
"pinot noir",1500,100,13.5,2016,"DISTRICT 3",3,"red"
"pinot noir",1550.38,100,3.6,2016,"DISTRICT 3",3,"red"
"pinot noir",1651.07,100,22.9,2016,"DISTRICT 3",3,"red"
"pinot noir",1750,100,1,2016,"DISTRICT 3",3,"red"
"pinot noir",1850,6650,146.2,2016,"DISTRICT 3",3,"red"
"pinot noir",2000,100,331.4,2016,"DISTRICT 3",3,"red"
"pinot noir",2100,100,213,2016,"DISTRICT 3",3,"red"
"pinot noir",2200,100,121.7,2016,"DISTRICT 3",3,"red"
"pinot noir",2300,100,1.7,2016,"DISTRICT 3",3,"red"
"pinot noir",2350,100,57.9,2016,"DISTRICT 3",3,"red"
"pinot noir",2353,60505,3.3,2016,"DISTRICT 3",3,"red"
"pinot noir",2353.79,100,21.9,2016,"DISTRICT 3",3,"red"
"pinot noir",2400,100,11.6,2016,"DISTRICT 3",3,"red"
"pinot noir",2450,100,9,2016,"DISTRICT 3",3,"red"
"pinot noir",2470,100,20.2,2016,"DISTRICT 3",3,"red"
"pinot noir",2500,100,460.5,2016,"DISTRICT 3",3,"red"
"pinot noir",2500,14100,17.9,2016,"DISTRICT 3",3,"red"
"pinot noir",2500,20800,6.2,2016,"DISTRICT 3",3,"red"
"pinot noir",2500,24400,3.9,2016,"DISTRICT 3",3,"red"
"pinot noir",2500,25400,15,2016,"DISTRICT 3",3,"red"
"pinot noir",2550,100,15.8,2016,"DISTRICT 3",3,"red"
"pinot noir",2592.54,100,5.2,2016,"DISTRICT 3",3,"red"
"pinot noir",2600,100,216.2,2016,"DISTRICT 3",3,"red"
"pinot noir",2650,100,31.7,2016,"DISTRICT 3",3,"red"
"pinot noir",2694.61,100,13.3,2016,"DISTRICT 3",3,"red"
"pinot noir",2700,100,488.3,2016,"DISTRICT 3",3,"red"
"pinot noir",2730,100,194.6,2016,"DISTRICT 3",3,"red"
"pinot noir",2750,100,33.7,2016,"DISTRICT 3",3,"red"
"pinot noir",2750,25400,1.9,2016,"DISTRICT 3",3,"red"
"pinot noir",2762,17400,22.8,2016,"DISTRICT 3",3,"red"
"pinot noir",2800,100,351.4,2016,"DISTRICT 3",3,"red"
"pinot noir",2800,13600,13.3,2016,"DISTRICT 3",3,"red"
"pinot noir",2800,14100,4.2,2016,"DISTRICT 3",3,"red"
"pinot noir",2800,20600,16.1,2016,"DISTRICT 3",3,"red"
"pinot noir",2800,24500,48,2016,"DISTRICT 3",3,"red"
"pinot noir",2800,27800,12.1,2016,"DISTRICT 3",3,"red"
"pinot noir",2814.99,13800,8.3,2016,"DISTRICT 3",3,"red"
"pinot noir",2815.05,13800,13.3,2016,"DISTRICT 3",3,"red"
"pinot noir",2815.16,13800,15.7,2016,"DISTRICT 3",3,"red"
"pinot noir",2830,100,4.9,2016,"DISTRICT 3",3,"red"
"pinot noir",2850,100,439.2,2016,"DISTRICT 3",3,"red"
"pinot noir",2860.5,100,5.4,2016,"DISTRICT 3",3,"red"
"pinot noir",2900,100,304.4,2016,"DISTRICT 3",3,"red"
"pinot noir",2900,11800,0.7,2016,"DISTRICT 3",3,"red"
"pinot noir",2900,17400,71.4,2016,"DISTRICT 3",3,"red"
"pinot noir",2900,24500,160.9,2016,"DISTRICT 3",3,"red"
"pinot noir",2913.12,100,5.9,2016,"DISTRICT 3",3,"red"
"pinot noir",2922.22,21500,53.8,2016,"DISTRICT 3",3,"red"
"pinot noir",2924,100,2,2016,"DISTRICT 3",3,"red"
"pinot noir",2940,100,4,2016,"DISTRICT 3",3,"red"
"pinot noir",2950,100,46.9,2016,"DISTRICT 3",3,"red"
"pinot noir",2950,24500,44.7,2016,"DISTRICT 3",3,"red"
"pinot noir",2955,100,4.2,2016,"DISTRICT 3",3,"red"
"pinot noir",2960.92,100,13.7,2016,"DISTRICT 3",3,"red"
"pinot noir",2975,100,280.9,2016,"DISTRICT 3",3,"red"
"pinot noir",2983,100,1,2016,"DISTRICT 3",3,"red"
"pinot noir",2985,24500,78.6,2016,"DISTRICT 3",3,"red"
"pinot noir",2990,100,30.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3000,100,1199.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3000,13400,194.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3000,13600,2.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3000,13800,6.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3000,17000,0.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3000,17400,3.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3000,20800,2.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3000,21000,1,2016,"DISTRICT 3",3,"red"
"pinot noir",3000,24500,99.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3000,25100,31.8,2016,"DISTRICT 3",3,"red"
"pinot noir",3000,25400,1.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3041.24,100,20.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3049.38,100,25.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3050,24500,93.6,2016,"DISTRICT 3",3,"red"
