"Variety","Base.Price.Per.Ton","Brix.Code","Tons","Year","District","District_Number","Type"
"pinot noir",3053.74,100,44.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3076,100,23.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3076.61,100,69.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3077.5,100,5.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3100,100,201.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3100,14100,10,2016,"DISTRICT 3",3,"red"
"pinot noir",3100,17400,1.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3100,24300,24.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3113,100,4,2016,"DISTRICT 3",3,"red"
"pinot noir",3121.2,100,5.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3136.48,100,364.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3150,100,124.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3150,21200,55.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3161.98,100,8.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3167.06,24500,273.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3168.91,100,29.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3175,100,250.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3182.7,100,35.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3193,100,23.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3200,100,1230.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3200,7900,27.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3200,20600,7.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3200,23000,24.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3200,24500,127.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3202.5,100,54.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3225,100,18.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3225,21000,67.8,2016,"DISTRICT 3",3,"red"
"pinot noir",3244.62,100,25.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3250,100,106.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3250,12900,4.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3250,21000,2.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3250,22900,63.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3255.78,100,47.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3255.82,100,37.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3258.71,100,2.8,2016,"DISTRICT 3",3,"red"
"pinot noir",3264.36,100,213.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3275,100,48.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3290,100,11.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3296,100,13.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3298.9,100,26.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3300,100,397.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3300,2200,7,2016,"DISTRICT 3",3,"red"
"pinot noir",3300,11800,18.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3300,17000,109.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3300,17200,2.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3300,21000,103.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3300,22800,123,2016,"DISTRICT 3",3,"red"
"pinot noir",3300,24300,21.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3300,24500,143.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3307.5,100,98.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3312,22900,10.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3320.85,100,16,2016,"DISTRICT 3",3,"red"
"pinot noir",3325,100,50.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3341.84,100,11.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3350,100,73.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3355,70583,742,2016,"DISTRICT 3",3,"red"
"pinot noir",3375.64,22800,67,2016,"DISTRICT 3",3,"red"
"pinot noir",3387.34,100,18,2016,"DISTRICT 3",3,"red"
"pinot noir",3392.47,22800,76,2016,"DISTRICT 3",3,"red"
"pinot noir",3394.88,100,41.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3400,100,183.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3400,17200,150.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3400,24300,4.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3400,24500,2.8,2016,"DISTRICT 3",3,"red"
"pinot noir",3409.53,100,105.8,2016,"DISTRICT 3",3,"red"
"pinot noir",3409.54,100,165.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3416.71,100,16.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3417.36,100,56.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3420,100,45.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3425,100,90,2016,"DISTRICT 3",3,"red"
"pinot noir",3425.85,11800,12.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3429.21,100,25.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3437.5,100,69,2016,"DISTRICT 3",3,"red"
"pinot noir",3455.69,100,13.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3475,100,161.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3475,21100,144.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3495.04,100,459,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,100,793.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,14100,12,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,16300,1.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,17400,4.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,17900,20.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,20600,3.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,20800,10.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,21000,15.8,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,21100,5.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,21200,10,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,21500,5,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,21800,10.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,22600,2.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,24300,37.8,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,24500,176.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,24800,0.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,25400,21.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,27600,1.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3500,64440,13.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3512,100,26.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3512.3,100,192.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3518,100,13.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3518.95,100,336.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3518.95,14000,3,2016,"DISTRICT 3",3,"red"
"pinot noir",3518.95,17400,10.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3518.95,19400,2.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3518.95,21000,294.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3518.95,22800,377,2016,"DISTRICT 3",3,"red"
"pinot noir",3519,100,61.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3519,21200,3.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3519.95,100,23.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3522.24,100,248.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3524,100,2.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3525,100,11.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3525.42,100,157.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3525.42,22700,92.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3526.27,100,22.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3528.04,100,154.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3530,100,11,2016,"DISTRICT 3",3,"red"
"pinot noir",3535,100,15.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3547.5,100,16.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3550,100,13.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3554.14,100,11.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3563.54,100,18.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3579.14,100,68,2016,"DISTRICT 3",3,"red"
"pinot noir",3595.69,100,96.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3598.08,100,83.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3598.24,17900,20.8,2016,"DISTRICT 3",3,"red"
"pinot noir",3600,100,513.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3600,13400,7.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3600,22900,44.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3600,24300,5.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3624.52,100,26.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3625,100,59,2016,"DISTRICT 3",3,"red"
"pinot noir",3625,17400,16.8,2016,"DISTRICT 3",3,"red"
"pinot noir",3629.29,100,7.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3636,100,33.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3638.92,100,11.8,2016,"DISTRICT 3",3,"red"
"pinot noir",3650,100,32.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3650,24500,17.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3650,58780,6.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3650,59590,6.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3675,100,18.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3675,21200,9.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3694.9,21000,42,2016,"DISTRICT 3",3,"red"
"pinot noir",3700,100,189.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3700,13800,43.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3700,20600,5.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3700,24500,44,2016,"DISTRICT 3",3,"red"
"pinot noir",3712,100,17.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3750,100,247.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3750,2200,37.8,2016,"DISTRICT 3",3,"red"
"pinot noir",3750,17400,13.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3750,21000,4.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3750,24500,19.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3780,100,23.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3788.81,100,50.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3800,100,293.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3800,17900,4.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3800,20600,5.5,2016,"DISTRICT 3",3,"red"
"pinot noir",3800,20800,4.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3800,24500,12.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3800,25400,54.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3833.13,100,10.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3850,100,11.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3864,17400,13.7,2016,"DISTRICT 3",3,"red"
"pinot noir",3867.7,100,11.1,2016,"DISTRICT 3",3,"red"
"pinot noir",3870.85,100,10.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3888.31,100,9.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3900,100,101.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3905,100,11.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3937.5,100,51.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3950,100,74.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3958.68,100,3.4,2016,"DISTRICT 3",3,"red"
"pinot noir",3964.16,100,10.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3968.72,100,28.9,2016,"DISTRICT 3",3,"red"
"pinot noir",3971,100,2.3,2016,"DISTRICT 3",3,"red"
"pinot noir",3974.39,100,18.2,2016,"DISTRICT 3",3,"red"
"pinot noir",3981,100,13.6,2016,"DISTRICT 3",3,"red"
"pinot noir",3990,100,11.1,2016,"DISTRICT 3",3,"red"
"pinot noir",4000,100,616.9,2016,"DISTRICT 3",3,"red"
"pinot noir",4000,13600,4.4,2016,"DISTRICT 3",3,"red"
"pinot noir",4000,15200,5.2,2016,"DISTRICT 3",3,"red"
"pinot noir",4000,19300,7.2,2016,"DISTRICT 3",3,"red"
"pinot noir",4000,20600,9.5,2016,"DISTRICT 3",3,"red"
"pinot noir",4000,20800,18.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4000,21000,7,2016,"DISTRICT 3",3,"red"
"pinot noir",4000,21200,20.9,2016,"DISTRICT 3",3,"red"
"pinot noir",4000,21800,3.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4000,24500,15.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4000,25100,2.8,2016,"DISTRICT 3",3,"red"
"pinot noir",4010.48,25000,29.7,2016,"DISTRICT 3",3,"red"
"pinot noir",4017,100,11.5,2016,"DISTRICT 3",3,"red"
"pinot noir",4027.77,100,7.1,2016,"DISTRICT 3",3,"red"
"pinot noir",4053.11,100,4.8,2016,"DISTRICT 3",3,"red"
"pinot noir",4055.35,100,32.8,2016,"DISTRICT 3",3,"red"
"pinot noir",4061.41,100,5.1,2016,"DISTRICT 3",3,"red"
"pinot noir",4070,100,47.1,2016,"DISTRICT 3",3,"red"
"pinot noir",4079,100,1,2016,"DISTRICT 3",3,"red"
"pinot noir",4100,100,20.5,2016,"DISTRICT 3",3,"red"
"pinot noir",4100,17400,2.1,2016,"DISTRICT 3",3,"red"
"pinot noir",4100,21000,12.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4100,25100,14.2,2016,"DISTRICT 3",3,"red"
"pinot noir",4113.86,100,4.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4120,100,6.7,2016,"DISTRICT 3",3,"red"
"pinot noir",4142.22,100,11.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4146,100,49,2016,"DISTRICT 3",3,"red"
"pinot noir",4147,100,5.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4160,100,6.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4161,100,14.4,2016,"DISTRICT 3",3,"red"
"pinot noir",4181,100,1.5,2016,"DISTRICT 3",3,"red"
"pinot noir",4183,100,1.1,2016,"DISTRICT 3",3,"red"
"pinot noir",4200,100,232.9,2016,"DISTRICT 3",3,"red"
"pinot noir",4200,13800,4.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4200,17900,21.4,2016,"DISTRICT 3",3,"red"
"pinot noir",4200,20800,10.8,2016,"DISTRICT 3",3,"red"
"pinot noir",4200,21000,16,2016,"DISTRICT 3",3,"red"
"pinot noir",4200,21200,9.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4200,24500,2.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4200,25100,3.2,2016,"DISTRICT 3",3,"red"
"pinot noir",4202,100,11.2,2016,"DISTRICT 3",3,"red"
"pinot noir",4209.19,100,12.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4225,100,1.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4250,100,23,2016,"DISTRICT 3",3,"red"
"pinot noir",4250,20800,3.8,2016,"DISTRICT 3",3,"red"
"pinot noir",4250,24500,17.2,2016,"DISTRICT 3",3,"red"
"pinot noir",4287.37,100,11,2016,"DISTRICT 3",3,"red"
"pinot noir",4299.4,13800,3.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4299.75,23400,10.5,2016,"DISTRICT 3",3,"red"
"pinot noir",4300,100,28.8,2016,"DISTRICT 3",3,"red"
"pinot noir",4300,13800,3.7,2016,"DISTRICT 3",3,"red"
"pinot noir",4302,24300,80.2,2016,"DISTRICT 3",3,"red"
"pinot noir",4305.75,21200,15.4,2016,"DISTRICT 3",3,"red"
"pinot noir",4323.2,100,40.5,2016,"DISTRICT 3",3,"red"
"pinot noir",4344.66,100,5.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4398.69,100,8.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4399,100,5.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4400,100,18.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4400,21200,7.1,2016,"DISTRICT 3",3,"red"
"pinot noir",4401,17200,13,2016,"DISTRICT 3",3,"red"
"pinot noir",4407.99,100,21.5,2016,"DISTRICT 3",3,"red"
"pinot noir",4410,20600,27.8,2016,"DISTRICT 3",3,"red"
"pinot noir",4444,100,8.5,2016,"DISTRICT 3",3,"red"
"pinot noir",4452,20800,5,2016,"DISTRICT 3",3,"red"
"pinot noir",4483.2,100,34.8,2016,"DISTRICT 3",3,"red"
"pinot noir",4494.69,100,18.2,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,100,434.5,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,11800,6.8,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,13600,3.4,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,14100,1.5,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,16300,6.5,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,17200,9.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,17800,3.2,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,17900,37,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,20600,10.8,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,20800,15.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,21200,17.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,22800,4.7,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,24500,2.7,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,25100,3,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,25400,25.9,2016,"DISTRICT 3",3,"red"
"pinot noir",4500,27800,35.9,2016,"DISTRICT 3",3,"red"
"pinot noir",4557,100,7.1,2016,"DISTRICT 3",3,"red"
"pinot noir",4584.31,100,39.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4600,100,15.1,2016,"DISTRICT 3",3,"red"
"pinot noir",4600,11800,4.2,2016,"DISTRICT 3",3,"red"
"pinot noir",4600,20600,32,2016,"DISTRICT 3",3,"red"
"pinot noir",4600,24500,12.8,2016,"DISTRICT 3",3,"red"
"pinot noir",4622,100,8,2016,"DISTRICT 3",3,"red"
"pinot noir",4650,100,23.9,2016,"DISTRICT 3",3,"red"
"pinot noir",4652,100,8,2016,"DISTRICT 3",3,"red"
"pinot noir",4672,17200,17.4,2016,"DISTRICT 3",3,"red"
"pinot noir",4700,100,11.7,2016,"DISTRICT 3",3,"red"
"pinot noir",4750,100,48,2016,"DISTRICT 3",3,"red"
"pinot noir",4750,24500,1.9,2016,"DISTRICT 3",3,"red"
"pinot noir",4767,100,7.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4800,100,40.5,2016,"DISTRICT 3",3,"red"
"pinot noir",4800,17200,2.4,2016,"DISTRICT 3",3,"red"
"pinot noir",4834.71,100,32.4,2016,"DISTRICT 3",3,"red"
"pinot noir",4850,100,1.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4868.75,100,25.6,2016,"DISTRICT 3",3,"red"
"pinot noir",4900,100,13.9,2016,"DISTRICT 3",3,"red"
"pinot noir",4900,20600,23.3,2016,"DISTRICT 3",3,"red"
"pinot noir",4900,24500,1.9,2016,"DISTRICT 3",3,"red"
"pinot noir",4987.5,19400,3.8,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,100,308,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,13600,6.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,13800,5,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,14100,1.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,16300,3.9,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,17300,10.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,17600,4.4,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,17900,14.2,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,20800,3.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,21000,5.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,21200,6.8,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,21500,38.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,21800,5.4,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,24500,6.4,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,25400,1.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5000,27120,2.6,2016,"DISTRICT 3",3,"red"
"pinot noir",5025,100,22.3,2016,"DISTRICT 3",3,"red"
"pinot noir",5056.7,20800,322.6,2016,"DISTRICT 3",3,"red"
"pinot noir",5100,100,2,2016,"DISTRICT 3",3,"red"
"pinot noir",5122.42,17900,38.7,2016,"DISTRICT 3",3,"red"
"pinot noir",5150,100,38,2016,"DISTRICT 3",3,"red"
"pinot noir",5171,100,17.6,2016,"DISTRICT 3",3,"red"
"pinot noir",5181,20600,19.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5200,100,73.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5200,17200,3.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5208.33,100,34.4,2016,"DISTRICT 3",3,"red"
"pinot noir",5250,100,35.4,2016,"DISTRICT 3",3,"red"
"pinot noir",5251.12,100,6.3,2016,"DISTRICT 3",3,"red"
"pinot noir",5263.38,100,11.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5300,100,9.9,2016,"DISTRICT 3",3,"red"
"pinot noir",5300,17800,1.8,2016,"DISTRICT 3",3,"red"
"pinot noir",5300.7,9500,20.6,2016,"DISTRICT 3",3,"red"
"pinot noir",5302,100,3.3,2016,"DISTRICT 3",3,"red"
"pinot noir",5327.83,100,39.2,2016,"DISTRICT 3",3,"red"
"pinot noir",5349,100,1.4,2016,"DISTRICT 3",3,"red"
"pinot noir",5366.97,100,13.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5397.86,100,9.9,2016,"DISTRICT 3",3,"red"
"pinot noir",5399.3,100,6.2,2016,"DISTRICT 3",3,"red"
"pinot noir",5400,100,18.6,2016,"DISTRICT 3",3,"red"
"pinot noir",5414,100,4,2016,"DISTRICT 3",3,"red"
"pinot noir",5414.53,100,2.7,2016,"DISTRICT 3",3,"red"
"pinot noir",5431,21000,11.6,2016,"DISTRICT 3",3,"red"
"pinot noir",5461,100,4.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5500,100,121.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5500,13600,3.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5500,16300,5.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5500,17200,5.8,2016,"DISTRICT 3",3,"red"
"pinot noir",5500,17600,4.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5500,21000,2.9,2016,"DISTRICT 3",3,"red"
"pinot noir",5500,21200,20.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5500,21800,3.2,2016,"DISTRICT 3",3,"red"
"pinot noir",5500,25100,4.8,2016,"DISTRICT 3",3,"red"
"pinot noir",5500,25400,13.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5512.5,100,2.8,2016,"DISTRICT 3",3,"red"
"pinot noir",5517,100,25.6,2016,"DISTRICT 3",3,"red"
"pinot noir",5534.33,100,1.7,2016,"DISTRICT 3",3,"red"
"pinot noir",5600,100,17.4,2016,"DISTRICT 3",3,"red"
"pinot noir",5600,13400,2,2016,"DISTRICT 3",3,"red"
"pinot noir",5600,17600,6.2,2016,"DISTRICT 3",3,"red"
"pinot noir",5600,19300,18.2,2016,"DISTRICT 3",3,"red"
"pinot noir",5600,20600,61.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5600,20800,47.4,2016,"DISTRICT 3",3,"red"
"pinot noir",5610,100,13,2016,"DISTRICT 3",3,"red"
"pinot noir",5630.32,100,7.2,2016,"DISTRICT 3",3,"red"
"pinot noir",5648.84,13800,3.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5654.7,17900,8.4,2016,"DISTRICT 3",3,"red"
"pinot noir",5666.67,100,3.2,2016,"DISTRICT 3",3,"red"
"pinot noir",5669,24500,13.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5700,100,11.8,2016,"DISTRICT 3",3,"red"
"pinot noir",5700,17400,8,2016,"DISTRICT 3",3,"red"
"pinot noir",5708.6,100,111.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5745,100,21,2016,"DISTRICT 3",3,"red"
"pinot noir",5750,100,5.7,2016,"DISTRICT 3",3,"red"
"pinot noir",5764.63,19300,12.1,2016,"DISTRICT 3",3,"red"
"pinot noir",5768,100,8.9,2016,"DISTRICT 3",3,"red"
"pinot noir",5800,100,14.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5800,21000,5.8,2016,"DISTRICT 3",3,"red"
"pinot noir",5820.06,100,20.2,2016,"DISTRICT 3",3,"red"
"pinot noir",5826,100,17.3,2016,"DISTRICT 3",3,"red"
"pinot noir",5834.95,21200,3.6,2016,"DISTRICT 3",3,"red"
"pinot noir",5863.61,100,6.4,2016,"DISTRICT 3",3,"red"
"pinot noir",5871.47,21200,7.9,2016,"DISTRICT 3",3,"red"
"pinot noir",5898.06,100,14.7,2016,"DISTRICT 3",3,"red"
"pinot noir",5900,100,3.5,2016,"DISTRICT 3",3,"red"
"pinot noir",5902,100,18.7,2016,"DISTRICT 3",3,"red"
"pinot noir",5916,100,6.7,2016,"DISTRICT 3",3,"red"
"pinot noir",5917,100,3.9,2016,"DISTRICT 3",3,"red"
"pinot noir",5926.76,100,9,2016,"DISTRICT 3",3,"red"
"pinot noir",5939.45,100,23.4,2016,"DISTRICT 3",3,"red"
"pinot noir",5980.81,100,6.9,2016,"DISTRICT 3",3,"red"
"pinot noir",5983.2,9100,46.2,2016,"DISTRICT 3",3,"red"
"pinot noir",5999.81,100,10.8,2016,"DISTRICT 3",3,"red"
"pinot noir",6000,100,318.4,2016,"DISTRICT 3",3,"red"
"pinot noir",6000,11400,0.5,2016,"DISTRICT 3",3,"red"
"pinot noir",6000,11800,1.9,2016,"DISTRICT 3",3,"red"
"pinot noir",6000,13400,0.6,2016,"DISTRICT 3",3,"red"
"pinot noir",6000,13600,2.9,2016,"DISTRICT 3",3,"red"
"pinot noir",6000,20600,17.2,2016,"DISTRICT 3",3,"red"
"pinot noir",6000,20800,3.8,2016,"DISTRICT 3",3,"red"
"pinot noir",6000,21000,5.8,2016,"DISTRICT 3",3,"red"
"pinot noir",6000,21200,2.7,2016,"DISTRICT 3",3,"red"
"pinot noir",6000,24300,9.1,2016,"DISTRICT 3",3,"red"
"pinot noir",6000,25400,7.1,2016,"DISTRICT 3",3,"red"
"pinot noir",6010,100,5.5,2016,"DISTRICT 3",3,"red"
"pinot noir",6025,100,3.8,2016,"DISTRICT 3",3,"red"
"pinot noir",6040,100,24.2,2016,"DISTRICT 3",3,"red"
"pinot noir",6054.54,100,17.6,2016,"DISTRICT 3",3,"red"
